k,retriever,task,target_metric,QPP_Method,Spearman,Kendall
7,e5,nq,utility,avg(Flesch-Kincaid),-0.0788,-0.0574
7,e5,nq,utility,itg(Flesch-Kincaid),-0.0773,-0.0563
7,e5,nq,utility,max(Flesch),0.0596,0.0438
7,e5,nq,utility,min(Flesch),0.0781,0.0572
7,e5,nq,utility,avg(Flesch),0.0768,0.0561
7,e5,nq,utility,itg(Flesch),0.0757,0.0552
7,e5,nq,utility,max(Gunning Fog),-0.0499,-0.0365
7,e5,nq,utility,min(Gunning Fog),-0.0578,-0.0422
7,e5,nq,utility,avg(Gunning Fog),-0.068,-0.0495
7,e5,nq,utility,itg(Gunning Fog),-0.0704,-0.0512
7,e5,nq,utility,max(Coleman Liau),-0.0746,-0.0545
7,e5,nq,utility,min(Coleman Liau),-0.0405,-0.0297
7,e5,nq,utility,avg(Coleman Liau),-0.0616,-0.0452
7,e5,nq,utility,itg(Coleman Liau),-0.0612,-0.0448
7,e5,nq,utility,max(ARI),-0.064,-0.0468
7,e5,nq,utility,min(ARI),-0.0456,-0.0333
7,e5,nq,utility,avg(ARI),-0.0742,-0.0541
7,e5,nq,utility,itg(ARI),-0.072,-0.0525
7,e5,nq,utility,max(Linsear Write),-0.0421,-0.0308
7,e5,nq,utility,min(Linsear Write),-0.0465,-0.0339
7,e5,nq,utility,avg(Linsear Write),-0.0671,-0.049
7,e5,nq,utility,itg(Linsear Write),-0.067,-0.0488
7,e5,dl,f1,nqc,0.1046,0.0795
7,e5,dl,f1,maxScore,0.4276,0.2947
7,e5,dl,f1,spatial,0.1878,0.1366
7,e5,dl,f1,a_ratio,-0.024,-0.006
7,e5,dl,f1,bertQPP,0.1045,0.0666
7,e5,dl,f1,prob(k),0.594,0.4369
7,e5,dl,f1,max(perpC),0.1516,0.1021
7,e5,dl,f1,min(perpC),0.1436,0.1139
7,e5,dl,f1,avg(perpC),0.1954,0.1308
7,e5,dl,f1,itg(perpC),0.2584,0.1805
7,e5,dl,f1,max(docQual),0.0308,0.0241
7,e5,dl,f1,min(docQual),0.0549,0.0363
7,e5,dl,f1,avg(docQual),0.0571,0.0451
7,e5,dl,f1,itg(docQual),0.0655,0.0454
7,e5,dl,utility,nqc,0.2031,0.1435
7,e5,dl,utility,maxScore,0.3516,0.2401
7,e5,dl,utility,spatial,0.0386,0.0236
7,e5,dl,utility,a_ratio,0.0849,0.0563
7,e5,dl,utility,bertQPP,0.1559,0.1117
7,e5,dl,utility,prob(k),0.4721,0.3299
7,e5,dl,utility,max(perpC),0.0017,0.0032
7,e5,dl,utility,min(perpC),0.0079,0.015
7,e5,dl,utility,avg(perpC),-0.0074,-0.0028
7,e5,dl,utility,itg(perpC),0.1187,0.086
7,e5,dl,utility,max(docQual),-0.0859,-0.0541
7,e5,dl,utility,min(docQual),-0.0606,-0.038
7,e5,dl,utility,avg(docQual),-0.0429,-0.0266
7,e5,dl,utility,itg(docQual),-0.0246,-0.0082
10,bm25,nq,f1,nqc,0.1544,0.1181
10,bm25,nq,f1,maxScore,0.157,0.1206
10,bm25,nq,f1,spatial,0.1481,0.1133
10,bm25,nq,f1,a_ratio,0.1293,0.0991
10,bm25,nq,f1,bertQPP,0.1929,0.1485
10,bm25,nq,f1,prob(k),0.3908,0.2992
10,bm25,nq,f1,max(perpC),0.0979,0.0752
10,bm25,nq,f1,min(perpC),0.049,0.0377
10,bm25,nq,f1,avg(perpC),0.0743,0.0573
10,bm25,nq,f1,itg(perpC),0.0791,0.0609
10,bm25,nq,f1,max(docQual),0.0529,0.0412
10,bm25,nq,f1,min(docQual),0.0642,0.0499
10,bm25,nq,f1,avg(docQual),0.063,0.0485
10,bm25,nq,f1,itg(docQual),0.0233,0.0181
10,bm25,nq,f1,max(Dale Chall),0.0681,0.0523
10,bm25,nq,f1,min(Dale Chall),0.0973,0.0747
10,bm25,nq,f1,avg(Dale Chall),0.108,0.0825
10,bm25,nq,f1,itg(Dale Chall),0.1073,0.082
10,bm25,nq,f1,max(Spache),0.0387,0.0298
10,bm25,nq,f1,min(Spache),0.074,0.0569
10,bm25,nq,f1,avg(Spache),0.0881,0.0676
10,bm25,nq,f1,itg(Spache),0.0839,0.0646
10,bm25,nq,f1,max(Flesch-Kincaid),0.0059,0.0044
10,bm25,nq,f1,min(Flesch-Kincaid),0.0364,0.0279
10,bm25,nq,f1,avg(Flesch-Kincaid),0.0412,0.0314
10,bm25,nq,f1,itg(Flesch-Kincaid),0.0433,0.0331
10,bm25,nq,f1,max(Flesch),-0.0376,-0.0286
10,bm25,nq,f1,min(Flesch),-0.0075,-0.0056
10,bm25,nq,f1,avg(Flesch),-0.031,-0.0237
10,bm25,nq,f1,itg(Flesch),-0.0325,-0.0247
10,bm25,nq,f1,max(Gunning Fog),-0.0031,-0.0025
10,bm25,nq,f1,min(Gunning Fog),0.0237,0.0181
10,bm25,nq,f1,avg(Gunning Fog),0.018,0.0134
10,bm25,nq,f1,itg(Gunning Fog),0.0226,0.0171
10,bm25,nq,f1,max(Coleman Liau),-0.0127,-0.0096
10,bm25,nq,f1,min(Coleman Liau),-0.0008,-0.0005
10,bm25,nq,f1,avg(Coleman Liau),-0.01,-0.0075
10,bm25,nq,f1,itg(Coleman Liau),-0.0133,-0.0101
10,bm25,nq,f1,max(ARI),-0.0043,-0.0034
10,bm25,nq,f1,min(ARI),0.008,0.0061
10,bm25,nq,f1,avg(ARI),0.0134,0.0101
10,bm25,nq,f1,itg(ARI),0.0166,0.0126
10,bm25,nq,f1,max(Linsear Write),0.0054,0.0041
10,bm25,nq,f1,min(Linsear Write),0.0335,0.0258
10,bm25,nq,f1,avg(Linsear Write),0.0409,0.0312
10,bm25,nq,f1,itg(Linsear Write),0.0457,0.035
10,bm25,nq,utility,nqc,0.159,0.1175
10,bm25,nq,utility,maxScore,0.1337,0.0986
10,bm25,nq,utility,spatial,0.0947,0.0694
10,bm25,nq,utility,a_ratio,0.1418,0.1046
10,bm25,nq,utility,bertQPP,0.169,0.1255
10,bm25,nq,utility,prob(k),0.2491,0.1839
10,bm25,nq,utility,max(perpC),0.036,0.0265
10,bm25,nq,utility,min(perpC),0.0002,0.0
10,bm25,nq,utility,avg(perpC),0.0135,0.0099
10,bm25,nq,utility,itg(perpC),0.0242,0.0177
10,bm25,nq,utility,max(docQual),0.0185,0.0138
10,bm25,nq,utility,min(docQual),0.0423,0.0317
10,bm25,nq,utility,avg(docQual),0.021,0.0155
10,bm25,nq,utility,itg(docQual),0.0121,0.0089
10,bm25,nq,utility,max(Dale Chall),0.0322,0.0238
10,bm25,nq,utility,min(Dale Chall),0.0204,0.015
10,bm25,nq,utility,avg(Dale Chall),0.0379,0.0278
10,bm25,nq,utility,itg(Dale Chall),0.0401,0.0294
10,bm25,nq,utility,max(Spache),0.0191,0.0141
10,bm25,nq,utility,min(Spache),0.0024,0.0017
10,bm25,nq,utility,avg(Spache),0.0231,0.017
10,bm25,nq,utility,itg(Spache),0.0195,0.0144
10,bm25,nq,utility,max(Flesch-Kincaid),-0.0297,-0.0221
10,bm25,nq,utility,min(Flesch-Kincaid),-0.0341,-0.0253
10,bm25,nq,utility,avg(Flesch-Kincaid),-0.0272,-0.0201
10,bm25,nq,utility,itg(Flesch-Kincaid),-0.0284,-0.0211
10,bm25,nq,utility,max(Flesch),0.0327,0.0245
10,bm25,nq,utility,min(Flesch),0.0394,0.0292
10,bm25,nq,utility,avg(Flesch),0.0335,0.0248
10,bm25,nq,utility,itg(Flesch),0.0352,0.0261
10,bm25,nq,utility,max(Gunning Fog),-0.023,-0.0169
10,bm25,nq,utility,min(Gunning Fog),-0.0303,-0.0224
10,bm25,nq,utility,avg(Gunning Fog),-0.0273,-0.0202
10,bm25,nq,utility,itg(Gunning Fog),-0.0277,-0.0205
10,bm25,nq,utility,max(Coleman Liau),-0.0489,-0.0361
10,bm25,nq,utility,min(Coleman Liau),-0.0358,-0.0265
10,bm25,nq,utility,avg(Coleman Liau),-0.0519,-0.0384
10,bm25,nq,utility,itg(Coleman Liau),-0.0547,-0.0405
10,bm25,nq,utility,max(ARI),-0.0353,-0.026
10,bm25,nq,utility,min(ARI),-0.0356,-0.0264
10,bm25,nq,utility,avg(ARI),-0.0428,-0.0317
10,bm25,nq,utility,itg(ARI),-0.045,-0.0333
10,bm25,nq,utility,max(Linsear Write),-0.0237,-0.0177
10,bm25,nq,utility,min(Linsear Write),-0.0295,-0.0215
10,bm25,nq,utility,avg(Linsear Write),-0.0228,-0.0167
10,bm25,nq,utility,itg(Linsear Write),-0.0213,-0.0156
10,bm25,dl,f1,nqc,-0.0457,-0.0373
10,bm25,dl,f1,maxScore,0.1193,0.0772
10,bm25,dl,f1,spatial,0.3384,0.2268
10,bm25,dl,f1,a_ratio,-0.0052,-0.0057
10,bm25,dl,f1,bertQPP,-0.0207,-0.0171
10,bm25,dl,f1,prob(k),0.652,0.4776
10,bm25,dl,f1,max(perpC),0.0677,0.0437
10,bm25,dl,f1,min(perpC),0.2424,0.1626
10,bm25,dl,f1,avg(perpC),0.1931,0.1215
10,bm25,dl,f1,itg(perpC),0.3,0.2053
10,bm25,dl,f1,max(docQual),0.1026,0.0655
10,bm25,dl,f1,min(docQual),0.1068,0.0756
10,bm25,dl,f1,avg(docQual),0.1812,0.1158
10,bm25,dl,f1,itg(docQual),0.0576,0.0367
10,bm25,dl,utility,nqc,-0.0034,-0.0031
10,bm25,dl,utility,maxScore,0.1036,0.0684
10,bm25,dl,utility,spatial,0.2499,0.1654
10,bm25,dl,utility,a_ratio,0.055,0.0338
10,bm25,dl,utility,bertQPP,0.1175,0.0829
10,bm25,dl,utility,prob(k),0.5027,0.3539
10,bm25,dl,utility,max(perpC),-0.0798,-0.0494
10,bm25,dl,utility,min(perpC),0.1019,0.0665
10,bm25,dl,utility,avg(perpC),-0.0193,-0.0136
10,bm25,dl,utility,itg(perpC),0.1489,0.1092
10,bm25,dl,utility,max(docQual),0.0894,0.0659
10,bm25,dl,utility,min(docQual),0.1094,0.0791
10,bm25,dl,utility,avg(docQual),0.1897,0.1228
10,bm25,dl,utility,itg(docQual),-0.0043,-0.0106
10,mt5,nq,f1,nqc,-0.0574,-0.044
10,mt5,nq,f1,maxScore,0.2114,0.1621
10,mt5,nq,f1,spatial,0.1642,0.1247
10,mt5,nq,f1,a_ratio,-0.063,-0.0482
10,mt5,nq,f1,bertQPP,0.1403,0.1068
10,mt5,nq,f1,prob(k),0.3913,0.2979
10,mt5,nq,f1,max(perpC),0.097,0.0741
10,mt5,nq,f1,min(perpC),0.0643,0.0493
10,mt5,nq,f1,avg(perpC),0.0922,0.0704
10,mt5,nq,f1,itg(perpC),0.1061,0.0808
10,mt5,nq,f1,max(docQual),0.0662,0.0513
10,mt5,nq,f1,min(docQual),0.0437,0.0336
10,mt5,nq,f1,avg(docQual),0.0806,0.0613
10,mt5,nq,f1,itg(docQual),0.0331,0.0254
10,mt5,nq,f1,max(Dale Chall),0.0655,0.0501
10,mt5,nq,f1,min(Dale Chall),0.1165,0.0888
10,mt5,nq,f1,avg(Dale Chall),0.1084,0.0826
10,mt5,nq,f1,itg(Dale Chall),0.1086,0.0829
10,mt5,nq,f1,max(Spache),0.0431,0.033
10,mt5,nq,f1,min(Spache),0.1074,0.0822
10,mt5,nq,f1,avg(Spache),0.0952,0.0726
10,mt5,nq,f1,itg(Spache),0.0909,0.0694
10,mt5,nq,f1,max(Flesch-Kincaid),0.0069,0.0052
10,mt5,nq,f1,min(Flesch-Kincaid),0.0256,0.0194
10,mt5,nq,f1,avg(Flesch-Kincaid),0.0239,0.018
10,mt5,nq,f1,itg(Flesch-Kincaid),0.028,0.0213
10,mt5,nq,f1,max(Flesch),-0.0212,-0.0159
10,mt5,nq,f1,min(Flesch),0.0048,0.0039
10,mt5,nq,f1,avg(Flesch),-0.0151,-0.0112
10,mt5,nq,f1,itg(Flesch),-0.0179,-0.0133
10,mt5,nq,f1,max(Gunning Fog),-0.0089,-0.0069
10,mt5,nq,f1,min(Gunning Fog),-0.0003,-0.0005
10,mt5,nq,f1,avg(Gunning Fog),0.0049,0.0034
10,mt5,nq,f1,itg(Gunning Fog),0.0086,0.0063
10,mt5,nq,f1,max(Coleman Liau),-0.0083,-0.0063
10,mt5,nq,f1,min(Coleman Liau),-0.0026,-0.002
10,mt5,nq,f1,avg(Coleman Liau),-0.0111,-0.0086
10,mt5,nq,f1,itg(Coleman Liau),-0.0129,-0.01
10,mt5,nq,f1,max(ARI),0.0001,0.0
10,mt5,nq,f1,min(ARI),0.0199,0.0151
10,mt5,nq,f1,avg(ARI),0.0102,0.0078
10,mt5,nq,f1,itg(ARI),0.0168,0.0129
10,mt5,nq,f1,max(Linsear Write),0.0207,0.0158
10,mt5,nq,f1,min(Linsear Write),0.0248,0.0191
10,mt5,nq,f1,avg(Linsear Write),0.0386,0.0295
10,mt5,nq,f1,itg(Linsear Write),0.0388,0.0297
10,mt5,nq,utility,nqc,0.0038,0.0027
10,mt5,nq,utility,maxScore,0.1528,0.1125
10,mt5,nq,utility,spatial,0.0819,0.0596
10,mt5,nq,utility,a_ratio,-0.002,-0.0015
10,mt5,nq,utility,bertQPP,0.1235,0.091
10,mt5,nq,utility,prob(k),0.2441,0.1799
10,mt5,nq,utility,max(perpC),0.0216,0.0159
10,mt5,nq,utility,min(perpC),0.0014,0.0008
10,mt5,nq,utility,avg(perpC),0.0105,0.0076
10,mt5,nq,utility,itg(perpC),0.0337,0.0245
10,mt5,nq,utility,max(docQual),0.0713,0.0532
10,mt5,nq,utility,min(docQual),0.0258,0.0192
10,mt5,nq,utility,avg(docQual),0.0579,0.0422
10,mt5,nq,utility,itg(docQual),0.0401,0.0296
10,mt5,nq,utility,max(Dale Chall),0.0136,0.0101
10,mt5,nq,utility,min(Dale Chall),0.0167,0.0126
10,mt5,nq,utility,avg(Dale Chall),0.0298,0.0221
10,mt5,nq,utility,itg(Dale Chall),0.0312,0.0231
10,mt5,nq,utility,max(Spache),0.0138,0.0102
10,mt5,nq,utility,min(Spache),0.0141,0.0103
10,mt5,nq,utility,avg(Spache),0.0196,0.0144
10,mt5,nq,utility,itg(Spache),0.0149,0.0109
10,mt5,nq,utility,max(Flesch-Kincaid),-0.0447,-0.0329
10,mt5,nq,utility,min(Flesch-Kincaid),-0.0567,-0.0418
10,mt5,nq,utility,avg(Flesch-Kincaid),-0.058,-0.0425
10,mt5,nq,utility,itg(Flesch-Kincaid),-0.058,-0.0426
10,mt5,nq,utility,max(Flesch),0.0553,0.0407
10,mt5,nq,utility,min(Flesch),0.0642,0.0475
10,mt5,nq,utility,avg(Flesch),0.0591,0.0435
10,mt5,nq,utility,itg(Flesch),0.0599,0.0441
10,mt5,nq,utility,max(Gunning Fog),-0.037,-0.0273
10,mt5,nq,utility,min(Gunning Fog),-0.052,-0.0385
10,mt5,nq,utility,avg(Gunning Fog),-0.0512,-0.0373
10,mt5,nq,utility,itg(Gunning Fog),-0.0516,-0.0377
10,mt5,nq,utility,max(Coleman Liau),-0.0619,-0.0455
10,mt5,nq,utility,min(Coleman Liau),-0.0513,-0.038
10,mt5,nq,utility,avg(Coleman Liau),-0.0593,-0.0438
10,mt5,nq,utility,itg(Coleman Liau),-0.0601,-0.0444
10,mt5,nq,utility,max(ARI),-0.049,-0.0359
10,mt5,nq,utility,min(ARI),-0.0487,-0.0359
10,mt5,nq,utility,avg(ARI),-0.061,-0.0448
10,mt5,nq,utility,itg(ARI),-0.0601,-0.0442
10,mt5,nq,utility,max(Linsear Write),-0.0228,-0.0168
10,mt5,nq,utility,min(Linsear Write),-0.0398,-0.0295
10,mt5,nq,utility,avg(Linsear Write),-0.0397,-0.029
10,mt5,nq,utility,itg(Linsear Write),-0.0397,-0.0291
10,mt5,dl,f1,nqc,-0.083,-0.0693
10,mt5,dl,f1,maxScore,0.1253,0.0868
10,mt5,dl,f1,spatial,0.3474,0.2531
10,mt5,dl,f1,a_ratio,-0.1511,-0.114
10,mt5,dl,f1,bertQPP,0.1673,0.1237
10,mt5,dl,f1,prob(k),0.5365,0.382
10,mt5,dl,f1,max(perpC),0.1155,0.0757
10,mt5,dl,f1,min(perpC),0.2441,0.1674
10,mt5,dl,f1,avg(perpC),0.2256,0.1529
10,mt5,dl,f1,itg(perpC),0.2442,0.1658
10,mt5,dl,f1,max(docQual),-0.0516,-0.0368
10,mt5,dl,f1,min(docQual),0.0803,0.0561
10,mt5,dl,f1,avg(docQual),0.0337,0.0228
10,mt5,dl,f1,itg(docQual),-0.0644,-0.0449
10,mt5,dl,utility,nqc,-0.0264,-0.0197
10,mt5,dl,utility,maxScore,0.2202,0.1461
10,mt5,dl,utility,spatial,0.1697,0.1114
10,mt5,dl,utility,a_ratio,-0.0595,-0.0478
10,mt5,dl,utility,bertQPP,0.2575,0.182
10,mt5,dl,utility,prob(k),0.4716,0.3421
10,mt5,dl,utility,max(perpC),-0.018,-0.016
10,mt5,dl,utility,min(perpC),0.0305,0.0217
10,mt5,dl,utility,avg(perpC),-0.0061,0.0007
10,mt5,dl,utility,itg(perpC),0.0758,0.0487
10,mt5,dl,utility,max(docQual),-0.1151,-0.0749
10,mt5,dl,utility,min(docQual),-0.0547,-0.035
10,mt5,dl,utility,avg(docQual),-0.0896,-0.0601
10,mt5,dl,utility,itg(docQual),-0.186,-0.1232
10,e5,nq,f1,nqc,0.1689,0.1285
10,e5,nq,f1,maxScore,0.1611,0.1217
10,e5,nq,f1,spatial,0.0789,0.0595
10,e5,nq,f1,a_ratio,0.1917,0.146
10,e5,nq,f1,bertQPP,0.1398,0.1065
10,e5,nq,f1,prob(k),0.3999,0.3009
10,e5,nq,f1,max(perpC),0.0527,0.04
10,e5,nq,f1,min(perpC),0.0388,0.0295
10,e5,nq,f1,avg(perpC),0.0471,0.0357
10,e5,nq,f1,itg(perpC),0.0537,0.0407
10,e5,nq,f1,max(docQual),0.0453,0.0351
10,e5,nq,f1,min(docQual),-0.0019,-0.0015
10,e5,nq,f1,avg(docQual),0.0366,0.0277
10,e5,nq,f1,itg(docQual),0.0017,0.0013
10,e5,nq,f1,max(Dale Chall),0.0337,0.0257
10,e5,nq,f1,min(Dale Chall),0.0476,0.036
10,e5,nq,f1,avg(Dale Chall),0.0554,0.0419
10,e5,nq,f1,itg(Dale Chall),0.0556,0.042
10,e5,nq,f1,max(Spache),0.0175,0.0134
10,e5,nq,f1,min(Spache),0.033,0.0251
10,e5,nq,f1,avg(Spache),0.038,0.0289
10,e5,nq,f1,itg(Spache),0.0357,0.0272
10,e5,nq,f1,max(Flesch-Kincaid),-0.0335,-0.0257
10,e5,nq,f1,min(Flesch-Kincaid),-0.0308,-0.0235
10,e5,nq,f1,avg(Flesch-Kincaid),-0.0338,-0.0258
10,e5,nq,f1,itg(Flesch-Kincaid),-0.0317,-0.0241
10,e5,nq,f1,max(Flesch),0.0284,0.0219
10,e5,nq,f1,min(Flesch),0.0566,0.0433
10,e5,nq,f1,avg(Flesch),0.0405,0.031
10,e5,nq,f1,itg(Flesch),0.0412,0.0315
10,e5,nq,f1,max(Gunning Fog),-0.0465,-0.0357
10,e5,nq,f1,min(Gunning Fog),-0.0469,-0.0357
10,e5,nq,f1,avg(Gunning Fog),-0.0573,-0.044
10,e5,nq,f1,itg(Gunning Fog),-0.0555,-0.0426
10,e5,nq,f1,max(Coleman Liau),-0.06,-0.0457
10,e5,nq,f1,min(Coleman Liau),-0.0263,-0.0203
10,e5,nq,f1,avg(Coleman Liau),-0.0455,-0.0347
10,e5,nq,f1,itg(Coleman Liau),-0.0473,-0.0361
10,e5,nq,f1,max(ARI),-0.0371,-0.0282
10,e5,nq,f1,min(ARI),-0.02,-0.0154
10,e5,nq,f1,avg(ARI),-0.0386,-0.0294
10,e5,nq,f1,itg(ARI),-0.0346,-0.0263
10,e5,nq,f1,max(Linsear Write),-0.0146,-0.0114
10,e5,nq,f1,min(Linsear Write),-0.0261,-0.02
10,e5,nq,f1,avg(Linsear Write),-0.0171,-0.0131
10,e5,nq,f1,itg(Linsear Write),-0.0128,-0.0098
10,e5,nq,utility,nqc,0.1484,0.1081
10,e5,nq,utility,maxScore,0.0643,0.0464
10,e5,nq,utility,spatial,-0.0191,-0.0143
10,e5,nq,utility,a_ratio,0.1381,0.1006
10,e5,nq,utility,bertQPP,0.1149,0.0848
10,e5,nq,utility,prob(k),0.2734,0.1995
10,e5,nq,utility,max(perpC),-0.0301,-0.0218
10,e5,nq,utility,min(perpC),-0.0331,-0.0243
10,e5,nq,utility,avg(perpC),-0.0448,-0.0324
10,e5,nq,utility,itg(perpC),-0.0294,-0.0214
10,e5,nq,utility,max(docQual),0.0383,0.0284
10,e5,nq,utility,min(docQual),-0.0217,-0.016
10,e5,nq,utility,avg(docQual),0.0161,0.0117
10,e5,nq,utility,itg(docQual),0.0111,0.0081
10,e5,nq,utility,max(Dale Chall),0.0099,0.0074
10,e5,nq,utility,min(Dale Chall),-0.0237,-0.0174
10,e5,nq,utility,avg(Dale Chall),0.0024,0.0018
10,e5,nq,utility,itg(Dale Chall),0.0019,0.0014
10,e5,nq,utility,max(Spache),-0.0021,-0.0017
10,e5,nq,utility,min(Spache),-0.0276,-0.0201
10,e5,nq,utility,avg(Spache),-0.016,-0.0118
10,e5,nq,utility,itg(Spache),-0.0232,-0.017
10,e5,nq,utility,max(Flesch-Kincaid),-0.0634,-0.0468
10,e5,nq,utility,min(Flesch-Kincaid),-0.0803,-0.0585
10,e5,nq,utility,avg(Flesch-Kincaid),-0.0874,-0.0639
10,e5,nq,utility,itg(Flesch-Kincaid),-0.091,-0.0667
10,e5,nq,utility,max(Flesch),0.0793,0.058
10,e5,nq,utility,min(Flesch),0.0867,0.0639
10,e5,nq,utility,avg(Flesch),0.0892,0.0655
10,e5,nq,utility,itg(Flesch),0.0931,0.0684
10,e5,nq,utility,max(Gunning Fog),-0.0566,-0.0417
10,e5,nq,utility,min(Gunning Fog),-0.0817,-0.0598
10,e5,nq,utility,avg(Gunning Fog),-0.0866,-0.0635
10,e5,nq,utility,itg(Gunning Fog),-0.09,-0.066
10,e5,nq,utility,max(Coleman Liau),-0.0901,-0.0661
10,e5,nq,utility,min(Coleman Liau),-0.0711,-0.0524
10,e5,nq,utility,avg(Coleman Liau),-0.0826,-0.0607
10,e5,nq,utility,itg(Coleman Liau),-0.0841,-0.0619
10,e5,nq,utility,max(ARI),-0.0625,-0.0457
10,e5,nq,utility,min(ARI),-0.0725,-0.0528
10,e5,nq,utility,avg(ARI),-0.0856,-0.0626
10,e5,nq,utility,itg(ARI),-0.088,-0.0645
10,e5,nq,utility,max(Linsear Write),-0.0444,-0.0327
10,e5,nq,utility,min(Linsear Write),-0.0733,-0.054
10,e5,nq,utility,avg(Linsear Write),-0.0724,-0.0531
10,e5,nq,utility,itg(Linsear Write),-0.0735,-0.0541
10,e5,dl,f1,nqc,-0.0039,-0.0069
10,e5,dl,f1,maxScore,0.457,0.3174
10,e5,dl,f1,spatial,0.2422,0.1731
10,e5,dl,f1,a_ratio,-0.1145,-0.07
10,e5,dl,f1,bertQPP,0.0923,0.0601
10,e5,dl,f1,prob(k),0.6186,0.4519
10,e5,dl,f1,max(perpC),0.1439,0.099
10,e5,dl,f1,min(perpC),0.2079,0.1433
10,e5,dl,f1,avg(perpC),0.1905,0.1259
10,e5,dl,f1,itg(perpC),0.2894,0.1871
10,e5,dl,f1,max(docQual),0.0237,0.0137
10,e5,dl,f1,min(docQual),0.0211,0.0142
10,e5,dl,f1,avg(docQual),-0.0147,-0.0082
10,e5,dl,f1,itg(docQual),0.0276,0.019
10,e5,dl,utility,nqc,0.068,0.0417
10,e5,dl,utility,maxScore,0.3748,0.2543
10,e5,dl,utility,spatial,0.1197,0.0825
10,e5,dl,utility,a_ratio,-0.0417,-0.0301
10,e5,dl,utility,bertQPP,0.1369,0.0932
10,e5,dl,utility,prob(k),0.4956,0.3449
10,e5,dl,utility,max(perpC),-0.0229,-0.0131
10,e5,dl,utility,min(perpC),0.1079,0.0728
10,e5,dl,utility,avg(perpC),0.0068,0.006
10,e5,dl,utility,itg(perpC),0.2096,0.142
10,e5,dl,utility,max(docQual),-0.0897,-0.0593
10,e5,dl,utility,min(docQual),-0.1382,-0.0975
10,e5,dl,utility,avg(docQual),-0.1444,-0.0902
10,e5,dl,utility,itg(docQual),-0.0903,-0.0563
