qid,qpp_estimate,parameters,qpp_method
test_3083,1443.66748046875,{'k': 3},spatial
test_3084,1472.8006591796875,{'k': 3},spatial
test_3085,1688.071533203125,{'k': 3},spatial
test_3086,1627.5738525390625,{'k': 3},spatial
test_3087,1578.48046875,{'k': 3},spatial
test_3088,1815.551513671875,{'k': 3},spatial
test_3089,1575.268310546875,{'k': 3},spatial
test_309,1693.1466064453125,{'k': 3},spatial
test_3090,1592.34912109375,{'k': 3},spatial
test_3091,1494.863037109375,{'k': 3},spatial
test_3092,1555.808349609375,{'k': 3},spatial
test_3093,1469.7677001953125,{'k': 3},spatial
test_3094,1673.867919921875,{'k': 3},spatial
test_3095,1476.5936279296875,{'k': 3},spatial
test_3096,1658.554443359375,{'k': 3},spatial
test_3097,1507.92333984375,{'k': 3},spatial
test_3098,1624.885498046875,{'k': 3},spatial
test_3099,1457.887451171875,{'k': 3},spatial
test_31,1516.4609375,{'k': 3},spatial
test_310,1531.581787109375,{'k': 3},spatial
test_3100,1491.968017578125,{'k': 3},spatial
test_3101,1449.36279296875,{'k': 3},spatial
test_3102,1681.1424560546875,{'k': 3},spatial
test_3103,1599.547607421875,{'k': 3},spatial
test_3104,1428.8707275390625,{'k': 3},spatial
test_3105,1540.1634521484375,{'k': 3},spatial
test_3106,1593.87890625,{'k': 3},spatial
test_3107,1518.518798828125,{'k': 3},spatial
test_3108,1718.034912109375,{'k': 3},spatial
test_3109,1522.521728515625,{'k': 3},spatial
test_311,1463.791259765625,{'k': 3},spatial
test_3110,1759.656982421875,{'k': 3},spatial
test_3111,1700.237060546875,{'k': 3},spatial
test_3112,1597.9974365234375,{'k': 3},spatial
test_3113,1433.465576171875,{'k': 3},spatial
test_3114,1651.948974609375,{'k': 3},spatial
test_3115,1770.815673828125,{'k': 3},spatial
test_3116,1605.4222412109375,{'k': 3},spatial
test_3117,1655.987060546875,{'k': 3},spatial
test_3118,1507.41845703125,{'k': 3},spatial
test_3119,1399.73583984375,{'k': 3},spatial
test_312,1400.8245849609375,{'k': 3},spatial
test_3120,1564.5780029296875,{'k': 3},spatial
test_3121,1472.00439453125,{'k': 3},spatial
test_3122,1388.190185546875,{'k': 3},spatial
test_3123,1560.53369140625,{'k': 3},spatial
test_3124,1460.697021484375,{'k': 3},spatial
test_3125,1722.169677734375,{'k': 3},spatial
test_3126,1527.12890625,{'k': 3},spatial
test_3127,1695.539306640625,{'k': 3},spatial
test_3128,1430.4930419921875,{'k': 3},spatial
test_3129,1416.359375,{'k': 3},spatial
test_313,1767.790283203125,{'k': 3},spatial
test_3130,1598.0643310546875,{'k': 3},spatial
test_3131,1439.65625,{'k': 3},spatial
test_3132,1569.849853515625,{'k': 3},spatial
test_3133,1563.970458984375,{'k': 3},spatial
test_3134,1558.2255859375,{'k': 3},spatial
test_3135,1699.0751953125,{'k': 3},spatial
test_3136,1403.6826171875,{'k': 3},spatial
test_3137,1590.1181640625,{'k': 3},spatial
test_3138,1639.5135498046875,{'k': 3},spatial
test_3139,1631.519287109375,{'k': 3},spatial
test_314,1470.99462890625,{'k': 3},spatial
test_3140,1416.562255859375,{'k': 3},spatial
test_3141,1533.94873046875,{'k': 3},spatial
test_3142,1547.140625,{'k': 3},spatial
test_3143,1494.153076171875,{'k': 3},spatial
test_3144,1744.019775390625,{'k': 3},spatial
test_3145,1517.42724609375,{'k': 3},spatial
test_3146,1496.129638671875,{'k': 3},spatial
test_3147,1450.518798828125,{'k': 3},spatial
test_3148,1754.09130859375,{'k': 3},spatial
test_3149,1896.01806640625,{'k': 3},spatial
test_315,1646.38720703125,{'k': 3},spatial
test_3150,1549.944091796875,{'k': 3},spatial
test_3151,1532.2305908203125,{'k': 3},spatial
test_3152,1616.613525390625,{'k': 3},spatial
test_3153,1653.7947998046875,{'k': 3},spatial
test_3154,1480.495849609375,{'k': 3},spatial
test_3155,1284.0155029296875,{'k': 3},spatial
test_3156,1432.2161865234375,{'k': 3},spatial
test_3157,1576.3687744140625,{'k': 3},spatial
test_3158,1441.6070556640625,{'k': 3},spatial
test_3159,1417.704833984375,{'k': 3},spatial
test_316,1550.4501953125,{'k': 3},spatial
test_3160,1685.036865234375,{'k': 3},spatial
test_3161,1484.667236328125,{'k': 3},spatial
test_3162,1554.8623046875,{'k': 3},spatial
test_3163,1615.5506591796875,{'k': 3},spatial
test_3164,1594.9014892578125,{'k': 3},spatial
test_3165,1599.155517578125,{'k': 3},spatial
test_3166,1486.9114990234375,{'k': 3},spatial
test_3167,1588.138427734375,{'k': 3},spatial
test_3168,1653.2777099609375,{'k': 3},spatial
test_3169,1499.3740234375,{'k': 3},spatial
test_317,1473.9737548828125,{'k': 3},spatial
test_3170,1490.179931640625,{'k': 3},spatial
test_3171,1506.658935546875,{'k': 3},spatial
test_3172,1713.748291015625,{'k': 3},spatial
test_3173,1500.37646484375,{'k': 3},spatial
test_3174,1651.1817626953125,{'k': 3},spatial
test_3175,1404.651123046875,{'k': 3},spatial
test_3176,1698.947265625,{'k': 3},spatial
test_3177,1569.461669921875,{'k': 3},spatial
test_3178,1479.639404296875,{'k': 3},spatial
test_3179,1564.97900390625,{'k': 3},spatial
test_318,1450.633056640625,{'k': 3},spatial
test_3180,1562.844482421875,{'k': 3},spatial
test_3181,1667.90625,{'k': 3},spatial
test_3182,1582.194091796875,{'k': 3},spatial
test_3183,1551.6669921875,{'k': 3},spatial
test_3184,1542.458740234375,{'k': 3},spatial
test_3185,1863.16259765625,{'k': 3},spatial
test_3186,1487.7904052734375,{'k': 3},spatial
test_3187,1656.0665283203125,{'k': 3},spatial
test_3188,1699.962646484375,{'k': 3},spatial
test_3189,1331.306884765625,{'k': 3},spatial
test_319,1765.65869140625,{'k': 3},spatial
test_3190,1617.939453125,{'k': 3},spatial
test_3191,1472.400390625,{'k': 3},spatial
test_3192,1532.926025390625,{'k': 3},spatial
test_3193,1421.57763671875,{'k': 3},spatial
test_3194,1619.0902099609375,{'k': 3},spatial
test_3195,1425.28369140625,{'k': 3},spatial
test_3196,1572.684814453125,{'k': 3},spatial
test_3197,1472.4410400390625,{'k': 3},spatial
test_3198,1545.2469482421875,{'k': 3},spatial
test_3199,1600.9776611328125,{'k': 3},spatial
test_32,1455.31884765625,{'k': 3},spatial
test_320,1499.09814453125,{'k': 3},spatial
test_3200,1602.634521484375,{'k': 3},spatial
test_3201,1569.89306640625,{'k': 3},spatial
test_3202,1779.162109375,{'k': 3},spatial
test_3203,1670.259521484375,{'k': 3},spatial
test_3204,1751.8759765625,{'k': 3},spatial
test_3205,1609.40771484375,{'k': 3},spatial
test_3206,1533.0582275390625,{'k': 3},spatial
test_3207,1458.683349609375,{'k': 3},spatial
test_3208,1542.385009765625,{'k': 3},spatial
test_3209,1348.4892578125,{'k': 3},spatial
test_321,1602.555419921875,{'k': 3},spatial
test_3210,1592.5396728515625,{'k': 3},spatial
test_3211,1885.466796875,{'k': 3},spatial
test_3212,1544.742919921875,{'k': 3},spatial
test_3213,1645.361083984375,{'k': 3},spatial
test_3214,1478.5330810546875,{'k': 3},spatial
test_3215,1691.86572265625,{'k': 3},spatial
test_3216,1569.4434814453125,{'k': 3},spatial
test_3217,1507.7703857421875,{'k': 3},spatial
test_3218,1896.0264892578125,{'k': 3},spatial
test_3219,1707.5494384765625,{'k': 3},spatial
test_322,1526.537841796875,{'k': 3},spatial
test_3220,1508.6988525390625,{'k': 3},spatial
test_3221,1686.406982421875,{'k': 3},spatial
test_3222,1489.677001953125,{'k': 3},spatial
test_3223,1488.894775390625,{'k': 3},spatial
test_3224,1482.9761962890625,{'k': 3},spatial
test_3225,1451.212890625,{'k': 3},spatial
test_3226,1602.9627685546875,{'k': 3},spatial
test_3227,1545.214111328125,{'k': 3},spatial
test_3228,1625.39208984375,{'k': 3},spatial
test_3229,1415.0634765625,{'k': 3},spatial
test_323,1497.590087890625,{'k': 3},spatial
test_3230,1549.8465576171875,{'k': 3},spatial
test_3231,1498.3719482421875,{'k': 3},spatial
test_3232,1551.759033203125,{'k': 3},spatial
test_3233,1373.032470703125,{'k': 3},spatial
test_3234,1765.60400390625,{'k': 3},spatial
test_3235,1681.422607421875,{'k': 3},spatial
test_3236,1684.6099853515625,{'k': 3},spatial
test_3237,1389.04541015625,{'k': 3},spatial
test_3238,1666.501953125,{'k': 3},spatial
test_3239,1547.92919921875,{'k': 3},spatial
test_324,1506.1702880859375,{'k': 3},spatial
test_3240,1510.65673828125,{'k': 3},spatial
test_3241,1725.27001953125,{'k': 3},spatial
test_3242,1532.1458740234375,{'k': 3},spatial
test_3243,1617.115478515625,{'k': 3},spatial
test_3244,1390.4852294921875,{'k': 3},spatial
test_3245,1493.0885009765625,{'k': 3},spatial
test_3246,1450.9798583984375,{'k': 3},spatial
test_3247,1539.52978515625,{'k': 3},spatial
test_3248,1610.6019287109375,{'k': 3},spatial
test_3249,1682.964111328125,{'k': 3},spatial
test_325,1584.4697265625,{'k': 3},spatial
test_3250,1521.6373291015625,{'k': 3},spatial
test_3251,1530.281494140625,{'k': 3},spatial
test_3252,1638.037109375,{'k': 3},spatial
test_3253,1732.86328125,{'k': 3},spatial
test_3254,1470.22509765625,{'k': 3},spatial
test_3255,1473.48388671875,{'k': 3},spatial
test_3256,1466.7208251953125,{'k': 3},spatial
test_3257,1631.529052734375,{'k': 3},spatial
test_3258,1480.182861328125,{'k': 3},spatial
test_3259,1648.445068359375,{'k': 3},spatial
test_326,1697.14208984375,{'k': 3},spatial
test_3260,1365.32861328125,{'k': 3},spatial
test_3261,1529.242431640625,{'k': 3},spatial
test_3262,1598.886474609375,{'k': 3},spatial
test_3263,1464.27880859375,{'k': 3},spatial
test_3264,1631.5245361328125,{'k': 3},spatial
test_3265,1453.106689453125,{'k': 3},spatial
test_3266,1431.85205078125,{'k': 3},spatial
test_3267,1752.9775390625,{'k': 3},spatial
test_3268,1460.247314453125,{'k': 3},spatial
test_3269,1808.8974609375,{'k': 3},spatial
test_327,1515.5906982421875,{'k': 3},spatial
test_3270,1459.096923828125,{'k': 3},spatial
test_3271,1378.1241455078125,{'k': 3},spatial
test_3272,1611.4906005859375,{'k': 3},spatial
test_3273,1421.42431640625,{'k': 3},spatial
test_3274,1706.7806396484375,{'k': 3},spatial
test_3275,1580.6536865234375,{'k': 3},spatial
test_3276,1473.5052490234375,{'k': 3},spatial
test_3277,1510.883056640625,{'k': 3},spatial
test_3278,1564.132080078125,{'k': 3},spatial
test_3279,1600.81103515625,{'k': 3},spatial
test_328,1455.087646484375,{'k': 3},spatial
test_3280,1536.3653564453125,{'k': 3},spatial
test_3281,1620.252197265625,{'k': 3},spatial
test_3282,1489.033935546875,{'k': 3},spatial
test_3283,1634.334716796875,{'k': 3},spatial
test_3284,1439.177734375,{'k': 3},spatial
test_3285,1569.240966796875,{'k': 3},spatial
test_3286,1473.0859375,{'k': 3},spatial
test_3287,1497.1759033203125,{'k': 3},spatial
test_3288,1431.41357421875,{'k': 3},spatial
test_3289,1527.9521484375,{'k': 3},spatial
test_329,1538.456298828125,{'k': 3},spatial
test_3290,1448.482177734375,{'k': 3},spatial
test_3291,1566.365478515625,{'k': 3},spatial
test_3292,1519.6536865234375,{'k': 3},spatial
test_3293,1600.5704345703125,{'k': 3},spatial
test_3294,1569.05908203125,{'k': 3},spatial
test_3295,1429.58837890625,{'k': 3},spatial
test_3296,1477.917236328125,{'k': 3},spatial
test_3297,1561.66259765625,{'k': 3},spatial
test_3298,1467.393798828125,{'k': 3},spatial
test_3299,1578.989013671875,{'k': 3},spatial
test_33,1439.171875,{'k': 3},spatial
test_330,1547.559326171875,{'k': 3},spatial
test_3300,1642.7618408203125,{'k': 3},spatial
test_3301,1631.6669921875,{'k': 3},spatial
test_3302,1845.768310546875,{'k': 3},spatial
test_3303,1444.4522705078125,{'k': 3},spatial
test_3304,1737.89306640625,{'k': 3},spatial
test_3305,1625.4937744140625,{'k': 3},spatial
test_3306,1648.4755859375,{'k': 3},spatial
test_3307,1534.166015625,{'k': 3},spatial
test_3308,1686.917724609375,{'k': 3},spatial
test_3309,1499.416748046875,{'k': 3},spatial
test_331,1454.1993408203125,{'k': 3},spatial
test_3310,1687.8360595703125,{'k': 3},spatial
test_3311,1545.21044921875,{'k': 3},spatial
test_3312,1338.2470703125,{'k': 3},spatial
test_3313,1648.8463134765625,{'k': 3},spatial
test_3314,1414.44384765625,{'k': 3},spatial
test_3315,1678.7578125,{'k': 3},spatial
test_3316,1338.56103515625,{'k': 3},spatial
test_3317,1827.6978759765625,{'k': 3},spatial
test_3318,1481.364501953125,{'k': 3},spatial
test_3319,1537.7174072265625,{'k': 3},spatial
test_332,1371.03955078125,{'k': 3},spatial
test_3320,1636.589599609375,{'k': 3},spatial
test_3321,1624.2418212890625,{'k': 3},spatial
test_3322,1732.2677001953125,{'k': 3},spatial
test_3323,1692.353271484375,{'k': 3},spatial
test_3324,1501.7021484375,{'k': 3},spatial
test_3325,1593.00439453125,{'k': 3},spatial
test_3326,1819.7747802734375,{'k': 3},spatial
test_3327,1471.228515625,{'k': 3},spatial
test_3328,1515.3309326171875,{'k': 3},spatial
test_3329,1474.078369140625,{'k': 3},spatial
test_333,1617.164306640625,{'k': 3},spatial
test_3330,1727.0467529296875,{'k': 3},spatial
test_3331,1440.220947265625,{'k': 3},spatial
test_3332,1504.4365234375,{'k': 3},spatial
test_3333,1574.692626953125,{'k': 3},spatial
test_3334,1512.619140625,{'k': 3},spatial
test_3335,1531.8746337890625,{'k': 3},spatial
test_3336,1510.6025390625,{'k': 3},spatial
test_3337,1400.994140625,{'k': 3},spatial
test_3338,1505.168701171875,{'k': 3},spatial
test_3339,1497.3837890625,{'k': 3},spatial
test_334,1891.710205078125,{'k': 3},spatial
test_3340,1739.26806640625,{'k': 3},spatial
test_3341,1360.628662109375,{'k': 3},spatial
test_3342,1679.8896484375,{'k': 3},spatial
test_3343,1701.104736328125,{'k': 3},spatial
test_3344,1717.5093994140625,{'k': 3},spatial
test_3345,1508.015625,{'k': 3},spatial
test_3346,1657.8046875,{'k': 3},spatial
test_3347,1730.9775390625,{'k': 3},spatial
test_3348,1503.6787109375,{'k': 3},spatial
test_3349,1433.2042236328125,{'k': 3},spatial
test_335,1644.6138916015625,{'k': 3},spatial
test_3350,1693.519775390625,{'k': 3},spatial
test_3351,1582.408203125,{'k': 3},spatial
test_3352,1623.2113037109375,{'k': 3},spatial
test_3353,1456.24658203125,{'k': 3},spatial
test_3354,1544.846923828125,{'k': 3},spatial
test_3355,1424.54296875,{'k': 3},spatial
test_3356,1547.4781494140625,{'k': 3},spatial
test_3357,1724.796630859375,{'k': 3},spatial
test_3358,1630.772705078125,{'k': 3},spatial
test_3359,1401.787841796875,{'k': 3},spatial
test_336,1610.36669921875,{'k': 3},spatial
test_3360,1741.3575439453125,{'k': 3},spatial
test_3361,1491.2294921875,{'k': 3},spatial
test_3362,1617.542236328125,{'k': 3},spatial
test_3363,1413.1385498046875,{'k': 3},spatial
test_3364,1659.56982421875,{'k': 3},spatial
test_3365,1615.427978515625,{'k': 3},spatial
test_3366,1447.49609375,{'k': 3},spatial
test_3367,1701.9736328125,{'k': 3},spatial
test_3368,1603.801025390625,{'k': 3},spatial
test_3369,1682.6441650390625,{'k': 3},spatial
test_337,1474.679443359375,{'k': 3},spatial
test_3370,1732.679931640625,{'k': 3},spatial
test_3371,1538.2630615234375,{'k': 3},spatial
test_3372,1599.842041015625,{'k': 3},spatial
test_3373,1832.8646240234375,{'k': 3},spatial
test_3374,1795.0908203125,{'k': 3},spatial
test_3375,1349.8671875,{'k': 3},spatial
test_3376,1635.4130859375,{'k': 3},spatial
test_3377,1768.3240966796875,{'k': 3},spatial
test_3378,1705.305419921875,{'k': 3},spatial
test_3379,1637.3123779296875,{'k': 3},spatial
test_338,1570.15478515625,{'k': 3},spatial
test_3380,1648.54931640625,{'k': 3},spatial
test_3381,1580.716796875,{'k': 3},spatial
test_3382,1515.6087646484375,{'k': 3},spatial
test_3383,1544.797607421875,{'k': 3},spatial
test_3384,1855.412353515625,{'k': 3},spatial
test_3385,1610.9539794921875,{'k': 3},spatial
test_3386,1523.469970703125,{'k': 3},spatial
test_3387,1640.6705322265625,{'k': 3},spatial
test_3388,1889.595703125,{'k': 3},spatial
test_3389,1780.10595703125,{'k': 3},spatial
test_339,1601.515869140625,{'k': 3},spatial
test_3390,1559.5234375,{'k': 3},spatial
test_3391,1623.7264404296875,{'k': 3},spatial
test_3392,1626.551025390625,{'k': 3},spatial
test_3393,1547.0162353515625,{'k': 3},spatial
test_3394,1761.529296875,{'k': 3},spatial
test_3395,1414.1478271484375,{'k': 3},spatial
test_3396,1348.2193603515625,{'k': 3},spatial
test_3397,1616.5865478515625,{'k': 3},spatial
test_3398,1603.186279296875,{'k': 3},spatial
test_3399,1852.527587890625,{'k': 3},spatial
test_34,1768.5035400390625,{'k': 3},spatial
test_340,1614.2576904296875,{'k': 3},spatial
test_3400,1860.5396728515625,{'k': 3},spatial
test_3401,1542.3016357421875,{'k': 3},spatial
test_3402,1438.93310546875,{'k': 3},spatial
test_3403,1672.90966796875,{'k': 3},spatial
test_3404,1499.510009765625,{'k': 3},spatial
test_3405,1674.450439453125,{'k': 3},spatial
test_3406,1568.66650390625,{'k': 3},spatial
test_3407,1813.223876953125,{'k': 3},spatial
test_3408,1502.1131591796875,{'k': 3},spatial
test_3409,1799.63525390625,{'k': 3},spatial
test_341,1658.55615234375,{'k': 3},spatial
test_3410,1537.389892578125,{'k': 3},spatial
test_3411,1383.7752685546875,{'k': 3},spatial
test_3412,1660.55908203125,{'k': 3},spatial
test_3413,1505.486572265625,{'k': 3},spatial
test_3414,1581.7562255859375,{'k': 3},spatial
test_3415,1445.107666015625,{'k': 3},spatial
test_3416,1576.94873046875,{'k': 3},spatial
test_3417,1489.1976318359375,{'k': 3},spatial
test_3418,1527.414794921875,{'k': 3},spatial
test_3419,1464.106201171875,{'k': 3},spatial
test_342,1607.8624267578125,{'k': 3},spatial
test_3420,1628.9130859375,{'k': 3},spatial
test_3421,1696.71533203125,{'k': 3},spatial
test_3422,1490.835693359375,{'k': 3},spatial
test_3423,1450.36181640625,{'k': 3},spatial
test_3424,1529.03369140625,{'k': 3},spatial
test_3425,1436.7135009765625,{'k': 3},spatial
test_3426,1649.445556640625,{'k': 3},spatial
test_3427,1552.66796875,{'k': 3},spatial
test_3428,1612.09765625,{'k': 3},spatial
test_3429,1471.8994140625,{'k': 3},spatial
test_343,1590.53759765625,{'k': 3},spatial
test_3430,1819.69921875,{'k': 3},spatial
test_3431,1373.0028076171875,{'k': 3},spatial
test_3432,1508.2095947265625,{'k': 3},spatial
test_3433,1605.3704833984375,{'k': 3},spatial
test_3434,1547.4036865234375,{'k': 3},spatial
test_3435,1567.875244140625,{'k': 3},spatial
test_3436,1662.646728515625,{'k': 3},spatial
test_3437,1637.2034912109375,{'k': 3},spatial
test_3438,1535.304931640625,{'k': 3},spatial
test_3439,1688.7486572265625,{'k': 3},spatial
test_344,1574.159912109375,{'k': 3},spatial
test_3440,1438.1827392578125,{'k': 3},spatial
test_3441,1396.127197265625,{'k': 3},spatial
test_3442,1486.3128662109375,{'k': 3},spatial
test_3443,1511.046630859375,{'k': 3},spatial
test_3444,1459.282470703125,{'k': 3},spatial
test_3445,1494.490478515625,{'k': 3},spatial
test_3446,1540.900146484375,{'k': 3},spatial
test_3447,1384.9169921875,{'k': 3},spatial
test_3448,1509.702880859375,{'k': 3},spatial
test_3449,1734.174560546875,{'k': 3},spatial
test_345,1643.0791015625,{'k': 3},spatial
test_3450,1465.90673828125,{'k': 3},spatial
test_3451,1622.51708984375,{'k': 3},spatial
test_3452,1569.559814453125,{'k': 3},spatial
test_3453,1465.374755859375,{'k': 3},spatial
test_3454,1580.794677734375,{'k': 3},spatial
test_3455,1914.150146484375,{'k': 3},spatial
test_3456,1526.74609375,{'k': 3},spatial
test_3457,1750.7933349609375,{'k': 3},spatial
test_3458,1490.8099365234375,{'k': 3},spatial
test_3459,1544.273193359375,{'k': 3},spatial
test_346,1437.953369140625,{'k': 3},spatial
test_3460,1582.8841552734375,{'k': 3},spatial
test_3461,1658.4615478515625,{'k': 3},spatial
test_3462,1441.117431640625,{'k': 3},spatial
test_3463,1678.4556884765625,{'k': 3},spatial
test_3464,1511.709716796875,{'k': 3},spatial
test_3465,1701.647705078125,{'k': 3},spatial
test_3466,1533.86669921875,{'k': 3},spatial
test_3467,1453.96826171875,{'k': 3},spatial
test_3468,1606.064697265625,{'k': 3},spatial
test_3469,1493.825927734375,{'k': 3},spatial
test_347,1553.5189208984375,{'k': 3},spatial
test_3470,1732.7874755859375,{'k': 3},spatial
test_3471,1465.968994140625,{'k': 3},spatial
test_3472,1501.312744140625,{'k': 3},spatial
test_3473,1615.30419921875,{'k': 3},spatial
test_3474,1572.7249755859375,{'k': 3},spatial
test_3475,1611.936279296875,{'k': 3},spatial
test_3476,1588.4619140625,{'k': 3},spatial
test_3477,1604.37353515625,{'k': 3},spatial
test_3478,1524.483642578125,{'k': 3},spatial
test_3479,1356.412109375,{'k': 3},spatial
test_348,1441.607666015625,{'k': 3},spatial
test_3480,1591.50634765625,{'k': 3},spatial
test_3481,1322.0343017578125,{'k': 3},spatial
test_3482,1432.98876953125,{'k': 3},spatial
test_3483,1644.680419921875,{'k': 3},spatial
test_3484,1437.3101806640625,{'k': 3},spatial
test_3485,1564.0145263671875,{'k': 3},spatial
test_3486,1401.4969482421875,{'k': 3},spatial
test_3487,1494.6298828125,{'k': 3},spatial
test_3488,1449.18115234375,{'k': 3},spatial
test_3489,1573.5909423828125,{'k': 3},spatial
test_349,1437.0736083984375,{'k': 3},spatial
test_3490,1362.848876953125,{'k': 3},spatial
test_3491,1640.0565185546875,{'k': 3},spatial
test_3492,1511.783203125,{'k': 3},spatial
test_3493,1637.430908203125,{'k': 3},spatial
test_3494,1773.43896484375,{'k': 3},spatial
test_3495,1631.343994140625,{'k': 3},spatial
test_3496,1452.6630859375,{'k': 3},spatial
test_3497,1533.7177734375,{'k': 3},spatial
test_3498,1659.37890625,{'k': 3},spatial
test_3499,1701.105712890625,{'k': 3},spatial
test_35,1517.619873046875,{'k': 3},spatial
test_350,1637.578125,{'k': 3},spatial
test_3500,1345.933349609375,{'k': 3},spatial
test_3501,1431.402587890625,{'k': 3},spatial
test_3502,1732.2335205078125,{'k': 3},spatial
test_3503,1653.874755859375,{'k': 3},spatial
test_3504,1627.727294921875,{'k': 3},spatial
test_3505,1544.321533203125,{'k': 3},spatial
test_3506,1674.47607421875,{'k': 3},spatial
test_3507,1438.4119873046875,{'k': 3},spatial
test_3508,1503.2864990234375,{'k': 3},spatial
test_3509,1566.3792724609375,{'k': 3},spatial
test_351,1626.3363037109375,{'k': 3},spatial
test_3510,1439.5125732421875,{'k': 3},spatial
test_3511,1627.473388671875,{'k': 3},spatial
test_3512,1671.682373046875,{'k': 3},spatial
test_3513,1763.6815185546875,{'k': 3},spatial
test_3514,1634.228271484375,{'k': 3},spatial
test_3515,1536.812744140625,{'k': 3},spatial
test_3516,1536.4775390625,{'k': 3},spatial
test_3517,1480.697509765625,{'k': 3},spatial
test_3518,1668.0439453125,{'k': 3},spatial
test_3519,1892.5262451171875,{'k': 3},spatial
test_352,1709.9501953125,{'k': 3},spatial
test_3520,1696.50927734375,{'k': 3},spatial
test_3521,1585.1412353515625,{'k': 3},spatial
test_3522,1625.1842041015625,{'k': 3},spatial
test_3523,1692.160888671875,{'k': 3},spatial
test_3524,1499.198974609375,{'k': 3},spatial
test_3525,1422.6553955078125,{'k': 3},spatial
test_3526,1664.080078125,{'k': 3},spatial
test_3527,1599.9256591796875,{'k': 3},spatial
test_3528,1720.897705078125,{'k': 3},spatial
test_3529,1594.90869140625,{'k': 3},spatial
test_353,1652.828125,{'k': 3},spatial
test_3530,1616.675048828125,{'k': 3},spatial
test_3531,1629.207763671875,{'k': 3},spatial
test_3532,1681.010498046875,{'k': 3},spatial
test_3533,1737.080322265625,{'k': 3},spatial
test_3534,1619.5523681640625,{'k': 3},spatial
test_3535,1892.2054443359375,{'k': 3},spatial
test_3536,1599.884765625,{'k': 3},spatial
test_3537,1544.3408203125,{'k': 3},spatial
test_3538,1506.1990966796875,{'k': 3},spatial
test_3539,1430.917724609375,{'k': 3},spatial
test_354,1443.940673828125,{'k': 3},spatial
test_3540,1589.444091796875,{'k': 3},spatial
test_3541,1632.68603515625,{'k': 3},spatial
test_3542,1787.8763427734375,{'k': 3},spatial
test_3543,1408.657470703125,{'k': 3},spatial
test_3544,1325.724609375,{'k': 3},spatial
test_3545,1651.74609375,{'k': 3},spatial
test_3546,1448.1861572265625,{'k': 3},spatial
test_3547,1568.385986328125,{'k': 3},spatial
test_3548,1365.17138671875,{'k': 3},spatial
test_3549,1611.8785400390625,{'k': 3},spatial
test_355,1680.201904296875,{'k': 3},spatial
test_3550,1629.494873046875,{'k': 3},spatial
test_3551,1426.869873046875,{'k': 3},spatial
test_3552,1578.617431640625,{'k': 3},spatial
test_3553,1465.781494140625,{'k': 3},spatial
test_3554,1495.88671875,{'k': 3},spatial
test_3555,1585.619384765625,{'k': 3},spatial
test_3556,1564.13623046875,{'k': 3},spatial
test_3557,1563.05810546875,{'k': 3},spatial
test_3558,1443.675537109375,{'k': 3},spatial
test_3559,1579.81787109375,{'k': 3},spatial
test_356,1361.214599609375,{'k': 3},spatial
test_3560,1771.423828125,{'k': 3},spatial
test_3561,1598.7503662109375,{'k': 3},spatial
test_3562,1373.350341796875,{'k': 3},spatial
test_3563,1493.505615234375,{'k': 3},spatial
test_3564,1718.26171875,{'k': 3},spatial
test_3565,1710.24560546875,{'k': 3},spatial
test_3566,1533.191162109375,{'k': 3},spatial
test_3567,1521.1767578125,{'k': 3},spatial
test_3568,1478.2855224609375,{'k': 3},spatial
test_3569,1666.3343505859375,{'k': 3},spatial
test_357,1579.742431640625,{'k': 3},spatial
test_3570,1527.60107421875,{'k': 3},spatial
test_3571,1481.487548828125,{'k': 3},spatial
test_3572,1668.050537109375,{'k': 3},spatial
test_3573,1483.021484375,{'k': 3},spatial
test_3574,1609.337646484375,{'k': 3},spatial
test_3575,1538.21728515625,{'k': 3},spatial
test_3576,1342.37353515625,{'k': 3},spatial
test_3577,1383.6712646484375,{'k': 3},spatial
test_3578,1577.8167724609375,{'k': 3},spatial
test_3579,1714.8524169921875,{'k': 3},spatial
test_358,1609.328857421875,{'k': 3},spatial
test_3580,1764.84814453125,{'k': 3},spatial
test_3581,1547.609619140625,{'k': 3},spatial
test_3582,1492.009521484375,{'k': 3},spatial
test_3583,1610.0819091796875,{'k': 3},spatial
test_3584,1638.765625,{'k': 3},spatial
test_3585,1565.94677734375,{'k': 3},spatial
test_3586,1444.16650390625,{'k': 3},spatial
test_3587,1401.41455078125,{'k': 3},spatial
test_3588,1492.2672119140625,{'k': 3},spatial
test_3589,1548.80517578125,{'k': 3},spatial
test_359,1630.3001708984375,{'k': 3},spatial
test_3590,1531.63720703125,{'k': 3},spatial
test_3591,1751.8603515625,{'k': 3},spatial
test_3592,1637.22119140625,{'k': 3},spatial
test_3593,1672.181884765625,{'k': 3},spatial
test_3594,1497.328857421875,{'k': 3},spatial
test_3595,1711.299072265625,{'k': 3},spatial
test_3596,1565.46826171875,{'k': 3},spatial
test_3597,1408.481689453125,{'k': 3},spatial
test_3598,1554.37646484375,{'k': 3},spatial
test_3599,1660.6768798828125,{'k': 3},spatial
test_36,1508.497314453125,{'k': 3},spatial
test_360,1715.5206298828125,{'k': 3},spatial
test_3600,1371.5440673828125,{'k': 3},spatial
test_3601,1721.604248046875,{'k': 3},spatial
test_3602,1717.29052734375,{'k': 3},spatial
test_3603,1459.7945556640625,{'k': 3},spatial
test_3604,1765.499755859375,{'k': 3},spatial
