qid,qpp_estimate,parameters,qpp_method
test_204,1575.1895751953125,{'k': 3},spatial
test_2040,1520.942626953125,{'k': 3},spatial
test_2041,1596.850830078125,{'k': 3},spatial
test_2042,1406.391845703125,{'k': 3},spatial
test_2043,1493.8916015625,{'k': 3},spatial
test_2044,1595.820556640625,{'k': 3},spatial
test_2045,1467.7510986328125,{'k': 3},spatial
test_2046,1655.506591796875,{'k': 3},spatial
test_2047,1680.887451171875,{'k': 3},spatial
test_2048,1545.928955078125,{'k': 3},spatial
test_2049,1547.609130859375,{'k': 3},spatial
test_205,1409.6219482421875,{'k': 3},spatial
test_2050,1665.322509765625,{'k': 3},spatial
test_2051,1828.888427734375,{'k': 3},spatial
test_2052,1505.41845703125,{'k': 3},spatial
test_2053,1362.841552734375,{'k': 3},spatial
test_2054,1372.5511474609375,{'k': 3},spatial
test_2055,1850.9178466796875,{'k': 3},spatial
test_2056,1728.514404296875,{'k': 3},spatial
test_2057,1957.69287109375,{'k': 3},spatial
test_2058,1344.81396484375,{'k': 3},spatial
test_2059,1374.312744140625,{'k': 3},spatial
test_206,1757.219970703125,{'k': 3},spatial
test_2060,1678.7139892578125,{'k': 3},spatial
test_2061,1721.800048828125,{'k': 3},spatial
test_2062,1607.7042236328125,{'k': 3},spatial
test_2063,1696.73974609375,{'k': 3},spatial
test_2064,1367.739501953125,{'k': 3},spatial
test_2065,1583.799560546875,{'k': 3},spatial
test_2066,1474.590576171875,{'k': 3},spatial
test_2067,1609.529541015625,{'k': 3},spatial
test_2068,1425.79736328125,{'k': 3},spatial
test_2069,1650.24658203125,{'k': 3},spatial
test_207,1520.93310546875,{'k': 3},spatial
test_2070,1499.10546875,{'k': 3},spatial
test_2071,1612.149169921875,{'k': 3},spatial
test_2072,1637.1766357421875,{'k': 3},spatial
test_2073,1708.3603515625,{'k': 3},spatial
test_2074,1350.5203857421875,{'k': 3},spatial
test_2075,1478.24755859375,{'k': 3},spatial
test_2076,1648.3299560546875,{'k': 3},spatial
test_2077,1538.369140625,{'k': 3},spatial
test_2078,1689.4981689453125,{'k': 3},spatial
test_2079,1422.24658203125,{'k': 3},spatial
test_208,1439.1265869140625,{'k': 3},spatial
test_2080,1746.365234375,{'k': 3},spatial
test_2081,1494.0933837890625,{'k': 3},spatial
test_2082,1704.265625,{'k': 3},spatial
test_2083,1687.88916015625,{'k': 3},spatial
test_2084,1597.199951171875,{'k': 3},spatial
test_2085,1428.9974365234375,{'k': 3},spatial
test_2086,1787.1175537109375,{'k': 3},spatial
test_2087,1575.355224609375,{'k': 3},spatial
test_2088,1572.6624755859375,{'k': 3},spatial
test_2089,1713.9964599609375,{'k': 3},spatial
test_209,1509.6767578125,{'k': 3},spatial
test_2090,1744.267333984375,{'k': 3},spatial
test_2091,1556.640380859375,{'k': 3},spatial
test_2092,1439.066650390625,{'k': 3},spatial
test_2093,1305.3702392578125,{'k': 3},spatial
test_2094,1523.1474609375,{'k': 3},spatial
test_2095,1449.9273681640625,{'k': 3},spatial
test_2096,1410.228759765625,{'k': 3},spatial
test_2097,1689.4210205078125,{'k': 3},spatial
test_2098,1573.9158935546875,{'k': 3},spatial
test_2099,1591.7786865234375,{'k': 3},spatial
test_21,1588.470458984375,{'k': 3},spatial
test_210,1484.2498779296875,{'k': 3},spatial
test_2100,1652.372802734375,{'k': 3},spatial
test_2101,1597.275634765625,{'k': 3},spatial
test_2102,1722.804443359375,{'k': 3},spatial
test_2103,1427.986083984375,{'k': 3},spatial
test_2104,1339.236572265625,{'k': 3},spatial
test_2105,1439.5670166015625,{'k': 3},spatial
test_2106,1372.5169677734375,{'k': 3},spatial
test_2107,1697.890869140625,{'k': 3},spatial
test_2108,1702.1356201171875,{'k': 3},spatial
test_2109,1858.220703125,{'k': 3},spatial
test_211,1377.1737060546875,{'k': 3},spatial
test_2110,1476.5098876953125,{'k': 3},spatial
test_2111,1585.2305908203125,{'k': 3},spatial
test_2112,1548.36279296875,{'k': 3},spatial
test_2113,1655.713134765625,{'k': 3},spatial
test_2114,1505.36669921875,{'k': 3},spatial
test_2115,1305.240966796875,{'k': 3},spatial
test_2116,1640.613037109375,{'k': 3},spatial
test_2117,1793.843994140625,{'k': 3},spatial
test_2118,1651.8555908203125,{'k': 3},spatial
test_2119,1553.61083984375,{'k': 3},spatial
test_212,1378.41943359375,{'k': 3},spatial
test_2120,1684.08544921875,{'k': 3},spatial
test_2121,1680.6197509765625,{'k': 3},spatial
test_2122,1610.69921875,{'k': 3},spatial
test_2123,1420.401123046875,{'k': 3},spatial
test_2124,1809.72802734375,{'k': 3},spatial
test_2125,1763.8167724609375,{'k': 3},spatial
test_2126,1632.016357421875,{'k': 3},spatial
test_2127,1398.58984375,{'k': 3},spatial
test_2128,1639.3114013671875,{'k': 3},spatial
test_2129,1512.8082275390625,{'k': 3},spatial
test_213,1612.725341796875,{'k': 3},spatial
test_2130,1538.1160888671875,{'k': 3},spatial
test_2131,1593.261474609375,{'k': 3},spatial
test_2132,1721.04541015625,{'k': 3},spatial
test_2133,1484.612060546875,{'k': 3},spatial
test_2134,1604.0382080078125,{'k': 3},spatial
test_2135,1410.58349609375,{'k': 3},spatial
test_2136,1569.2322998046875,{'k': 3},spatial
test_2137,1490.3890380859375,{'k': 3},spatial
test_2138,1582.8492431640625,{'k': 3},spatial
test_2139,1604.536376953125,{'k': 3},spatial
test_214,1553.1517333984375,{'k': 3},spatial
test_2140,1561.7640380859375,{'k': 3},spatial
test_2141,1381.1966552734375,{'k': 3},spatial
test_2142,1534.4036865234375,{'k': 3},spatial
test_2143,1597.885498046875,{'k': 3},spatial
test_2144,1641.18994140625,{'k': 3},spatial
test_2145,1422.513427734375,{'k': 3},spatial
test_2146,1621.5950927734375,{'k': 3},spatial
test_2147,1531.466552734375,{'k': 3},spatial
test_2148,1519.475830078125,{'k': 3},spatial
test_2149,1622.375,{'k': 3},spatial
test_215,1377.794677734375,{'k': 3},spatial
test_2150,1598.46630859375,{'k': 3},spatial
test_2151,1688.00341796875,{'k': 3},spatial
test_2152,1505.016845703125,{'k': 3},spatial
test_2153,1385.5909423828125,{'k': 3},spatial
test_2154,1618.45361328125,{'k': 3},spatial
test_2155,1543.3134765625,{'k': 3},spatial
test_2156,1471.0975341796875,{'k': 3},spatial
test_2157,1467.27978515625,{'k': 3},spatial
test_2158,1600.087890625,{'k': 3},spatial
test_2159,1340.407958984375,{'k': 3},spatial
test_216,1587.945556640625,{'k': 3},spatial
test_2160,1496.881591796875,{'k': 3},spatial
test_2161,1569.49755859375,{'k': 3},spatial
test_2162,1654.231201171875,{'k': 3},spatial
test_2163,1506.470703125,{'k': 3},spatial
test_2164,1659.2220458984375,{'k': 3},spatial
test_2165,1782.06396484375,{'k': 3},spatial
test_2166,1507.6588134765625,{'k': 3},spatial
test_2167,1706.551513671875,{'k': 3},spatial
test_2168,1492.9183349609375,{'k': 3},spatial
test_2169,1680.2962646484375,{'k': 3},spatial
test_217,1782.8414306640625,{'k': 3},spatial
test_2170,1775.592529296875,{'k': 3},spatial
test_2171,1781.15771484375,{'k': 3},spatial
test_2172,1642.529052734375,{'k': 3},spatial
test_2173,1510.9473876953125,{'k': 3},spatial
test_2174,1514.643798828125,{'k': 3},spatial
test_2175,1488.4443359375,{'k': 3},spatial
test_2176,1657.3162841796875,{'k': 3},spatial
test_2177,1338.71923828125,{'k': 3},spatial
test_2178,1471.4332275390625,{'k': 3},spatial
test_2179,1745.003662109375,{'k': 3},spatial
test_218,1487.788818359375,{'k': 3},spatial
test_2180,1602.6036376953125,{'k': 3},spatial
test_2181,1574.765625,{'k': 3},spatial
test_2182,1699.712158203125,{'k': 3},spatial
test_2183,1533.203369140625,{'k': 3},spatial
test_2184,1394.678466796875,{'k': 3},spatial
test_2185,1686.259521484375,{'k': 3},spatial
test_2186,1712.612548828125,{'k': 3},spatial
test_2187,1681.9578857421875,{'k': 3},spatial
test_2188,1671.8448486328125,{'k': 3},spatial
test_2189,1408.06884765625,{'k': 3},spatial
test_219,1636.32177734375,{'k': 3},spatial
test_2190,1400.27099609375,{'k': 3},spatial
test_2191,1698.681640625,{'k': 3},spatial
test_2192,1431.52978515625,{'k': 3},spatial
test_2193,1658.1455078125,{'k': 3},spatial
test_2194,1351.150390625,{'k': 3},spatial
test_2195,1466.394775390625,{'k': 3},spatial
test_2196,1763.9959716796875,{'k': 3},spatial
test_2197,1404.2232666015625,{'k': 3},spatial
test_2198,1518.05859375,{'k': 3},spatial
test_2199,1531.1025390625,{'k': 3},spatial
test_22,1410.5142822265625,{'k': 3},spatial
test_220,1524.244384765625,{'k': 3},spatial
test_2200,1530.1689453125,{'k': 3},spatial
test_2201,1465.407470703125,{'k': 3},spatial
test_2202,1511.60595703125,{'k': 3},spatial
test_2203,1471.646484375,{'k': 3},spatial
test_2204,1458.8349609375,{'k': 3},spatial
test_2205,1618.1787109375,{'k': 3},spatial
test_2206,1372.479736328125,{'k': 3},spatial
test_2207,1701.2314453125,{'k': 3},spatial
test_2208,1627.401611328125,{'k': 3},spatial
test_2209,1609.611083984375,{'k': 3},spatial
test_221,1589.80029296875,{'k': 3},spatial
test_2210,1622.3477783203125,{'k': 3},spatial
test_2211,1675.746337890625,{'k': 3},spatial
test_2212,1440.47119140625,{'k': 3},spatial
test_2213,1545.8720703125,{'k': 3},spatial
test_2214,1564.259033203125,{'k': 3},spatial
test_2215,1461.3702392578125,{'k': 3},spatial
test_2216,1515.794921875,{'k': 3},spatial
test_2217,1574.0595703125,{'k': 3},spatial
test_2218,1594.3536376953125,{'k': 3},spatial
test_2219,1689.286376953125,{'k': 3},spatial
test_222,1564.325927734375,{'k': 3},spatial
test_2220,1448.39208984375,{'k': 3},spatial
test_2221,1583.9444580078125,{'k': 3},spatial
test_2222,1618.0382080078125,{'k': 3},spatial
test_2223,1647.00244140625,{'k': 3},spatial
test_2224,1603.1802978515625,{'k': 3},spatial
test_2225,1566.0087890625,{'k': 3},spatial
test_2226,1654.5201416015625,{'k': 3},spatial
test_2227,1591.5364990234375,{'k': 3},spatial
test_2228,1611.5379638671875,{'k': 3},spatial
test_2229,1446.800537109375,{'k': 3},spatial
test_223,1473.5400390625,{'k': 3},spatial
test_2230,1474.2379150390625,{'k': 3},spatial
test_2231,1616.0068359375,{'k': 3},spatial
test_2232,1544.387939453125,{'k': 3},spatial
test_2233,1542.5731201171875,{'k': 3},spatial
test_2234,1581.420166015625,{'k': 3},spatial
test_2235,1558.0037841796875,{'k': 3},spatial
test_2236,1715.964599609375,{'k': 3},spatial
test_2237,1654.792724609375,{'k': 3},spatial
test_2238,1636.2274169921875,{'k': 3},spatial
test_2239,1623.013916015625,{'k': 3},spatial
test_224,1425.369873046875,{'k': 3},spatial
test_2240,1626.435302734375,{'k': 3},spatial
test_2241,1716.2530517578125,{'k': 3},spatial
test_2242,1443.9853515625,{'k': 3},spatial
test_2243,1540.0535888671875,{'k': 3},spatial
test_2244,1502.1754150390625,{'k': 3},spatial
test_2245,1506.2794189453125,{'k': 3},spatial
test_2246,1526.72900390625,{'k': 3},spatial
test_2247,1500.4420166015625,{'k': 3},spatial
test_2248,1345.023681640625,{'k': 3},spatial
test_2249,1472.73974609375,{'k': 3},spatial
test_225,1461.659423828125,{'k': 3},spatial
test_2250,1349.788330078125,{'k': 3},spatial
test_2251,1729.1337890625,{'k': 3},spatial
test_2252,1420.1884765625,{'k': 3},spatial
test_2253,1477.8746337890625,{'k': 3},spatial
test_2254,1641.639892578125,{'k': 3},spatial
test_2255,1584.4896240234375,{'k': 3},spatial
test_2256,1809.043212890625,{'k': 3},spatial
test_2257,1802.954833984375,{'k': 3},spatial
test_2258,1439.5078125,{'k': 3},spatial
test_2259,1445.0343017578125,{'k': 3},spatial
test_226,1473.619140625,{'k': 3},spatial
test_2260,1412.87451171875,{'k': 3},spatial
test_2261,1885.251220703125,{'k': 3},spatial
test_2262,1483.16064453125,{'k': 3},spatial
test_2263,1726.593505859375,{'k': 3},spatial
test_2264,1417.134521484375,{'k': 3},spatial
test_2265,1353.080078125,{'k': 3},spatial
test_2266,1499.0189208984375,{'k': 3},spatial
test_2267,1545.96728515625,{'k': 3},spatial
test_2268,1785.581298828125,{'k': 3},spatial
test_2269,1449.189453125,{'k': 3},spatial
test_227,1488.260009765625,{'k': 3},spatial
test_2270,1619.1304931640625,{'k': 3},spatial
test_2271,1737.971435546875,{'k': 3},spatial
test_2272,1460.924560546875,{'k': 3},spatial
test_2273,1483.4749755859375,{'k': 3},spatial
test_2274,1445.067138671875,{'k': 3},spatial
test_2275,1691.361083984375,{'k': 3},spatial
test_2276,1368.6402587890625,{'k': 3},spatial
test_2277,1592.05029296875,{'k': 3},spatial
test_2278,1705.2901611328125,{'k': 3},spatial
test_2279,1466.76171875,{'k': 3},spatial
test_228,1555.6915283203125,{'k': 3},spatial
test_2280,1589.5631103515625,{'k': 3},spatial
test_2281,1432.341064453125,{'k': 3},spatial
test_2282,1432.81787109375,{'k': 3},spatial
test_2283,1588.259033203125,{'k': 3},spatial
test_2284,1767.9158935546875,{'k': 3},spatial
test_2285,1499.8828125,{'k': 3},spatial
test_2286,1528.6346435546875,{'k': 3},spatial
test_2287,1588.73974609375,{'k': 3},spatial
test_2288,1400.6593017578125,{'k': 3},spatial
test_2289,1686.7957763671875,{'k': 3},spatial
test_229,1515.12353515625,{'k': 3},spatial
test_2290,1603.0372314453125,{'k': 3},spatial
test_2291,1889.14599609375,{'k': 3},spatial
test_2292,1483.7156982421875,{'k': 3},spatial
test_2293,1529.5050048828125,{'k': 3},spatial
test_2294,1588.019775390625,{'k': 3},spatial
test_2295,1605.5645751953125,{'k': 3},spatial
test_2296,1698.5633544921875,{'k': 3},spatial
test_2297,1381.2957763671875,{'k': 3},spatial
test_2298,1554.783203125,{'k': 3},spatial
test_2299,1867.3551025390625,{'k': 3},spatial
test_23,1602.99609375,{'k': 3},spatial
test_230,1621.73291015625,{'k': 3},spatial
test_2300,1617.32568359375,{'k': 3},spatial
test_2301,1609.82177734375,{'k': 3},spatial
test_2302,1663.640625,{'k': 3},spatial
test_2303,1682.509765625,{'k': 3},spatial
test_2304,1375.595703125,{'k': 3},spatial
test_2305,1548.4149169921875,{'k': 3},spatial
test_2306,1801.8912353515625,{'k': 3},spatial
test_2307,1625.83837890625,{'k': 3},spatial
test_2308,1579.522216796875,{'k': 3},spatial
test_2309,1486.7076416015625,{'k': 3},spatial
test_231,1451.65234375,{'k': 3},spatial
test_2310,1655.0537109375,{'k': 3},spatial
test_2311,1824.345703125,{'k': 3},spatial
test_2312,1458.632568359375,{'k': 3},spatial
test_2313,1440.072265625,{'k': 3},spatial
test_2314,1581.892333984375,{'k': 3},spatial
test_2315,1580.5361328125,{'k': 3},spatial
test_2316,1605.05126953125,{'k': 3},spatial
test_2317,1511.139404296875,{'k': 3},spatial
test_2318,1659.2958984375,{'k': 3},spatial
test_2319,1468.8114013671875,{'k': 3},spatial
test_232,1623.53173828125,{'k': 3},spatial
test_2320,1725.549072265625,{'k': 3},spatial
test_2321,1542.7669677734375,{'k': 3},spatial
test_2322,1444.312255859375,{'k': 3},spatial
test_2323,1406.14208984375,{'k': 3},spatial
test_2324,1749.352783203125,{'k': 3},spatial
test_2325,1528.806884765625,{'k': 3},spatial
test_2326,1327.07568359375,{'k': 3},spatial
test_2327,1621.91650390625,{'k': 3},spatial
test_2328,1543.0567626953125,{'k': 3},spatial
test_2329,1512.8377685546875,{'k': 3},spatial
test_233,1436.760986328125,{'k': 3},spatial
test_2330,1736.330810546875,{'k': 3},spatial
test_2331,1370.586669921875,{'k': 3},spatial
test_2332,1633.928955078125,{'k': 3},spatial
test_2333,1696.3447265625,{'k': 3},spatial
test_2334,1634.5087890625,{'k': 3},spatial
test_2335,1742.9951171875,{'k': 3},spatial
test_2336,1461.3580322265625,{'k': 3},spatial
test_2337,1513.531005859375,{'k': 3},spatial
test_2338,1570.78466796875,{'k': 3},spatial
test_2339,1448.34375,{'k': 3},spatial
test_234,1418.859130859375,{'k': 3},spatial
test_2340,1500.128662109375,{'k': 3},spatial
test_2341,1467.66650390625,{'k': 3},spatial
test_2342,1470.799560546875,{'k': 3},spatial
test_2343,1701.2587890625,{'k': 3},spatial
test_2344,1806.2440185546875,{'k': 3},spatial
test_2345,1523.5106201171875,{'k': 3},spatial
test_2346,1558.4365234375,{'k': 3},spatial
test_2347,1666.472900390625,{'k': 3},spatial
test_2348,1596.751708984375,{'k': 3},spatial
test_2349,1539.0748291015625,{'k': 3},spatial
test_235,1585.14794921875,{'k': 3},spatial
test_2350,1393.968017578125,{'k': 3},spatial
test_2351,1547.666259765625,{'k': 3},spatial
test_2352,1521.8299560546875,{'k': 3},spatial
test_2353,1751.46826171875,{'k': 3},spatial
test_2354,1552.7607421875,{'k': 3},spatial
test_2355,1712.5401611328125,{'k': 3},spatial
test_2356,1612.59375,{'k': 3},spatial
test_2357,1392.561767578125,{'k': 3},spatial
test_2358,1466.727783203125,{'k': 3},spatial
test_2359,1618.6109619140625,{'k': 3},spatial
test_236,1494.75390625,{'k': 3},spatial
test_2360,1464.3873291015625,{'k': 3},spatial
test_2361,1544.716064453125,{'k': 3},spatial
test_2362,1549.1893310546875,{'k': 3},spatial
test_2363,1482.936279296875,{'k': 3},spatial
test_2364,1778.0576171875,{'k': 3},spatial
test_2365,1642.335693359375,{'k': 3},spatial
test_2366,1579.411865234375,{'k': 3},spatial
test_2367,1570.65283203125,{'k': 3},spatial
test_2368,1526.1416015625,{'k': 3},spatial
test_2369,1451.963623046875,{'k': 3},spatial
test_237,1433.747314453125,{'k': 3},spatial
test_2370,1672.7919921875,{'k': 3},spatial
test_2371,1412.73974609375,{'k': 3},spatial
test_2372,1592.359375,{'k': 3},spatial
test_2373,1415.561279296875,{'k': 3},spatial
test_2374,1409.775634765625,{'k': 3},spatial
test_2375,1518.832275390625,{'k': 3},spatial
test_2376,1655.67529296875,{'k': 3},spatial
test_2377,1567.7764892578125,{'k': 3},spatial
test_2378,1489.08740234375,{'k': 3},spatial
test_2379,1672.044921875,{'k': 3},spatial
test_238,1740.994384765625,{'k': 3},spatial
test_2380,1502.4072265625,{'k': 3},spatial
test_2381,1497.4560546875,{'k': 3},spatial
test_2382,1578.469482421875,{'k': 3},spatial
test_2383,1708.2440185546875,{'k': 3},spatial
test_2384,1726.598388671875,{'k': 3},spatial
test_2385,1737.610107421875,{'k': 3},spatial
test_2386,1757.0145263671875,{'k': 3},spatial
test_2387,1683.900634765625,{'k': 3},spatial
test_2388,1514.685302734375,{'k': 3},spatial
test_2389,1685.4471435546875,{'k': 3},spatial
test_239,1527.85400390625,{'k': 3},spatial
test_2390,1478.160888671875,{'k': 3},spatial
test_2391,1545.373779296875,{'k': 3},spatial
test_2392,1709.9150390625,{'k': 3},spatial
test_2393,1782.8045654296875,{'k': 3},spatial
test_2394,1727.451171875,{'k': 3},spatial
test_2395,1524.327392578125,{'k': 3},spatial
test_2396,1446.86328125,{'k': 3},spatial
test_2397,1710.150146484375,{'k': 3},spatial
test_2398,1508.586669921875,{'k': 3},spatial
test_2399,1577.0001220703125,{'k': 3},spatial
test_24,1621.45166015625,{'k': 3},spatial
test_240,1377.8876953125,{'k': 3},spatial
test_2400,1606.5205078125,{'k': 3},spatial
test_2401,1317.609130859375,{'k': 3},spatial
test_2402,1663.3818359375,{'k': 3},spatial
test_2403,1634.382080078125,{'k': 3},spatial
test_2404,1673.5068359375,{'k': 3},spatial
test_2405,1527.11474609375,{'k': 3},spatial
test_2406,1709.046142578125,{'k': 3},spatial
test_2407,1597.94580078125,{'k': 3},spatial
test_2408,1530.522216796875,{'k': 3},spatial
test_2409,1571.07275390625,{'k': 3},spatial
test_241,1481.7349853515625,{'k': 3},spatial
test_2410,1503.5010986328125,{'k': 3},spatial
test_2411,1593.52587890625,{'k': 3},spatial
test_2412,1613.9638671875,{'k': 3},spatial
test_2413,1534.446044921875,{'k': 3},spatial
test_2414,1552.4906005859375,{'k': 3},spatial
test_2415,1547.56591796875,{'k': 3},spatial
test_2416,1559.1868896484375,{'k': 3},spatial
test_2417,1432.828857421875,{'k': 3},spatial
test_2418,1559.943115234375,{'k': 3},spatial
test_2419,1521.94677734375,{'k': 3},spatial
test_242,1442.692626953125,{'k': 3},spatial
test_2420,1547.9813232421875,{'k': 3},spatial
test_2421,1346.901123046875,{'k': 3},spatial
test_2422,1565.84814453125,{'k': 3},spatial
test_2423,1401.130126953125,{'k': 3},spatial
test_2424,1688.899169921875,{'k': 3},spatial
test_2425,1588.167724609375,{'k': 3},spatial
test_2426,1535.81591796875,{'k': 3},spatial
test_2427,1598.596923828125,{'k': 3},spatial
test_2428,1859.811279296875,{'k': 3},spatial
test_2429,1507.523193359375,{'k': 3},spatial
test_243,1597.5635986328125,{'k': 3},spatial
test_2430,1510.294921875,{'k': 3},spatial
test_2431,1515.21484375,{'k': 3},spatial
test_2432,1596.92529296875,{'k': 3},spatial
test_2433,1514.464599609375,{'k': 3},spatial
test_2434,1645.1116943359375,{'k': 3},spatial
test_2435,1600.993408203125,{'k': 3},spatial
test_2436,1699.326904296875,{'k': 3},spatial
test_2437,1512.3304443359375,{'k': 3},spatial
test_2438,1665.69873046875,{'k': 3},spatial
test_2439,1622.2166748046875,{'k': 3},spatial
test_244,1692.0880126953125,{'k': 3},spatial
test_2440,1580.6253662109375,{'k': 3},spatial
test_2441,1389.890380859375,{'k': 3},spatial
test_2442,1496.556640625,{'k': 3},spatial
test_2443,1468.5390625,{'k': 3},spatial
test_2444,1557.884765625,{'k': 3},spatial
test_2445,1653.422607421875,{'k': 3},spatial
test_2446,1357.56982421875,{'k': 3},spatial
test_2447,1570.549560546875,{'k': 3},spatial
test_2448,1519.5989990234375,{'k': 3},spatial
test_2449,1497.722900390625,{'k': 3},spatial
test_245,1622.4808349609375,{'k': 3},spatial
test_2450,1705.347900390625,{'k': 3},spatial
test_2451,1475.862548828125,{'k': 3},spatial
test_2452,1757.87060546875,{'k': 3},spatial
test_2453,1723.285400390625,{'k': 3},spatial
test_2454,1470.4530029296875,{'k': 3},spatial
test_2455,1389.13671875,{'k': 3},spatial
test_2456,1556.6494140625,{'k': 3},spatial
test_2457,1520.059326171875,{'k': 3},spatial
test_2458,1505.106201171875,{'k': 3},spatial
test_2459,1394.99365234375,{'k': 3},spatial
test_246,1523.54638671875,{'k': 3},spatial
test_2460,1559.191162109375,{'k': 3},spatial
test_2461,1649.220703125,{'k': 3},spatial
test_2462,1511.01513671875,{'k': 3},spatial
test_2463,1739.698974609375,{'k': 3},spatial
test_2464,1637.522216796875,{'k': 3},spatial
test_2465,1814.158447265625,{'k': 3},spatial
test_2466,1644.01171875,{'k': 3},spatial
test_2467,1497.494140625,{'k': 3},spatial
test_2468,1562.1793212890625,{'k': 3},spatial
test_2469,1444.2294921875,{'k': 3},spatial
test_247,1416.041259765625,{'k': 3},spatial
test_2470,1496.69091796875,{'k': 3},spatial
test_2471,1486.161865234375,{'k': 3},spatial
test_2472,1465.4757080078125,{'k': 3},spatial
test_2473,1562.372314453125,{'k': 3},spatial
test_2474,1548.3607177734375,{'k': 3},spatial
test_2475,1617.163818359375,{'k': 3},spatial
test_2476,1613.14306640625,{'k': 3},spatial
test_2477,1497.6424560546875,{'k': 3},spatial
test_2478,1762.423583984375,{'k': 3},spatial
test_2479,1533.9942626953125,{'k': 3},spatial
test_248,1508.769775390625,{'k': 3},spatial
test_2480,1496.59423828125,{'k': 3},spatial
test_2481,1521.5767822265625,{'k': 3},spatial
test_2482,1529.0087890625,{'k': 3},spatial
test_2483,1531.8018798828125,{'k': 3},spatial
test_2484,1482.6156005859375,{'k': 3},spatial
test_2485,1564.88525390625,{'k': 3},spatial
test_2486,1528.009521484375,{'k': 3},spatial
test_2487,1431.3125,{'k': 3},spatial
test_2488,1500.014404296875,{'k': 3},spatial
test_2489,1631.0511474609375,{'k': 3},spatial
test_249,1622.834228515625,{'k': 3},spatial
test_2490,1577.8370361328125,{'k': 3},spatial
test_2491,1489.0926513671875,{'k': 3},spatial
test_2492,1612.876953125,{'k': 3},spatial
test_2493,1467.265380859375,{'k': 3},spatial
test_2494,1563.083984375,{'k': 3},spatial
test_2495,1568.568115234375,{'k': 3},spatial
test_2496,1361.8521728515625,{'k': 3},spatial
test_2497,1428.80908203125,{'k': 3},spatial
test_2498,1523.243896484375,{'k': 3},spatial
test_2499,1668.884033203125,{'k': 3},spatial
test_25,1499.6539306640625,{'k': 3},spatial
test_250,1404.639404296875,{'k': 3},spatial
test_2500,1540.532958984375,{'k': 3},spatial
test_2501,1620.53759765625,{'k': 3},spatial
test_2502,1538.5784912109375,{'k': 3},spatial
test_2503,1535.4593505859375,{'k': 3},spatial
test_2504,1533.0986328125,{'k': 3},spatial
test_2505,1789.547607421875,{'k': 3},spatial
test_2506,1479.1163330078125,{'k': 3},spatial
test_2507,1541.6575927734375,{'k': 3},spatial
test_2508,1674.468017578125,{'k': 3},spatial
test_2509,1652.619384765625,{'k': 3},spatial
test_251,1570.043701171875,{'k': 3},spatial
test_2510,1489.314208984375,{'k': 3},spatial
test_2511,1578.463623046875,{'k': 3},spatial
test_2512,1587.711181640625,{'k': 3},spatial
test_2513,1554.3560791015625,{'k': 3},spatial
test_2514,1467.7352294921875,{'k': 3},spatial
test_2515,1675.3514404296875,{'k': 3},spatial
test_2516,1764.74951171875,{'k': 3},spatial
test_2517,1664.2774658203125,{'k': 3},spatial
test_2518,1373.4945068359375,{'k': 3},spatial
test_2519,1475.5068359375,{'k': 3},spatial
test_252,1769.819580078125,{'k': 3},spatial
test_2520,1532.94384765625,{'k': 3},spatial
test_2521,1482.962646484375,{'k': 3},spatial
test_2522,1561.2252197265625,{'k': 3},spatial
test_2523,1481.0889892578125,{'k': 3},spatial
test_2524,1491.3953857421875,{'k': 3},spatial
test_2525,1568.25,{'k': 3},spatial
test_2526,1609.53173828125,{'k': 3},spatial
test_2527,1775.1591796875,{'k': 3},spatial
test_2528,1485.0281982421875,{'k': 3},spatial
test_2529,1639.090576171875,{'k': 3},spatial
test_253,1623.1475830078125,{'k': 3},spatial
test_2530,1500.443115234375,{'k': 3},spatial
test_2531,1541.9654541015625,{'k': 3},spatial
test_2532,1464.36767578125,{'k': 3},spatial
test_2533,1420.680908203125,{'k': 3},spatial
test_2534,1437.008056640625,{'k': 3},spatial
test_2535,1766.3868408203125,{'k': 3},spatial
test_2536,1657.28369140625,{'k': 3},spatial
test_2537,1494.60302734375,{'k': 3},spatial
test_2538,1572.393310546875,{'k': 3},spatial
test_2539,1671.39697265625,{'k': 3},spatial
test_254,1599.599609375,{'k': 3},spatial
test_2540,1643.443603515625,{'k': 3},spatial
test_2541,1738.91650390625,{'k': 3},spatial
test_2542,1553.67529296875,{'k': 3},spatial
test_2543,1589.1463623046875,{'k': 3},spatial
test_2544,1615.1356201171875,{'k': 3},spatial
test_2545,1679.4794921875,{'k': 3},spatial
test_2546,1400.82763671875,{'k': 3},spatial
test_2547,1568.16162109375,{'k': 3},spatial
test_2548,1541.3045654296875,{'k': 3},spatial
test_2549,1784.414794921875,{'k': 3},spatial
test_255,1636.982421875,{'k': 3},spatial
test_2550,1490.8521728515625,{'k': 3},spatial
test_2551,1620.72509765625,{'k': 3},spatial
test_2552,1534.7734375,{'k': 3},spatial
test_2553,1586.540771484375,{'k': 3},spatial
test_2554,1421.981689453125,{'k': 3},spatial
test_2555,1598.706298828125,{'k': 3},spatial
test_2556,1754.55615234375,{'k': 3},spatial
test_2557,1555.779052734375,{'k': 3},spatial
test_2558,1507.801513671875,{'k': 3},spatial
test_2559,1608.5859375,{'k': 3},spatial
test_256,1579.760009765625,{'k': 3},spatial
test_2560,1725.654052734375,{'k': 3},spatial
test_2561,1463.254638671875,{'k': 3},spatial
