retriever,k,qpp_method,window_size,alpha,r,p1(r),tau,p1(tau),num_of_queries,with_0shot_posterior
tct,9,bertQPP,2,0.4,0.28725606446543267,0.004332840927755562,0.1554982817869416,0.02404211148041231,97,False
tct,9,bertQPP,2,0.4,0.3400603299425196,0.0006545347033320232,0.23453608247422683,0.0006655682797928671,97,True
tct,9,bertQPP(QV),2,0.4,0.24027523874986056,0.017759293829849015,0.11512027491408937,0.09481550621817705,97,False
tct,9,bertQPP(QV),2,0.4,0.3069503024791793,0.0022274343941194197,0.186426116838488,0.006825229731210832,97,True
tct,9,spatial,2,0.45,0.16001980355841905,0.1174214775425045,0.11039518900343644,0.10916471457232763,97,False
tct,9,spatial,2,0.45,0.290896997928043,0.003844445501709218,0.22723367697594504,0.000975784420613921,97,True
tct,9,a_ratio,2,0.45,0.298082287494275,0.0030225406423824374,0.19673539518900346,0.004305679427335466,97,False
tct,9,a_ratio,2,0.45,0.3467623116560759,0.0005022417546912628,0.24871134020618557,0.00030728207639036943,97,True
tct,9,nqc,2,0.45,0.1686099332223708,0.09875281149747352,0.09664948453608249,0.16076803875264556,97,False
tct,9,nqc,2,0.45,0.26009606132294466,0.010085486959098269,0.17139175257731962,0.012879359856548544,97,True
tct,9,bertQPP,2,0.45,0.3064780105893375,0.002264476371565922,0.16365979381443302,0.01755425786967657,97,False
tct,9,bertQPP,2,0.45,0.3558437708267488,0.00034749133068542263,0.24012027491408938,0.0004932117335580638,97,True
tct,9,bertQPP(QV),2,0.45,0.25984390124750123,0.010161027372046647,0.12671821305841927,0.06594102788919391,97,False
tct,9,bertQPP(QV),2,0.45,0.3227740780031133,0.0012618819483647095,0.1937285223367698,0.004935409194231109,97,True
tct,9,spatial,2,0.5,0.1812798364231289,0.07556686385044561,0.12585910652920965,0.0677963948466897,97,False
tct,9,spatial,2,0.5,0.2930325310027254,0.0035814576494378344,0.22809278350515466,0.000933347093157991,97,True
tct,9,a_ratio,2,0.5,0.3072889488892968,0.0022012115687076983,0.20360824742268044,0.003130893451622874,97,False
tct,9,a_ratio,2,0.5,0.3536219108261791,0.0003806483483536648,0.25386597938144334,0.00022970863763271067,97,True
tct,9,nqc,2,0.5,0.17284158169012048,0.09045711015970234,0.09621993127147768,0.16263626465805225,97,False
tct,9,nqc,2,0.5,0.2641946245158372,0.008924859035145805,0.17139175257731962,0.012879359856548544,97,True
tct,9,bertQPP,2,0.5,0.32618539851089823,0.001111883766469141,0.17225085910652924,0.012434959394241826,97,False
tct,9,bertQPP,2,0.5,0.37148025493123443,0.00017952526987750835,0.2521477663230241,0.0002532519652694692,97,True
tct,9,bertQPP(QV),2,0.5,0.28027748347715475,0.0054260032754094596,0.14175257731958765,0.039687194240219145,97,False
tct,9,bertQPP(QV),2,0.5,0.33859273581172394,0.0006930754044293011,0.20704467353951894,0.0026605976928076114,97,True
tct,9,spatial,2,0.55,0.20272725397789,0.04642829440060415,0.14304123711340208,0.037922646089534044,97,False
tct,9,spatial,2,0.55,0.29557765109910594,0.0032891415261100494,0.22809278350515466,0.000933347093157991,97,True
tct,9,a_ratio,2,0.55,0.31427891916140954,0.001718541193446311,0.21134020618556704,0.0021637443470699886,97,False
tct,9,a_ratio,2,0.55,0.3600916509207994,0.0002913845025648114,0.256872852233677,0.0001933769855221948,97,True
tct,9,nqc,2,0.55,0.17797370587499917,0.08114740485707274,0.09793814432989692,0.1552606461818409,97,False
tct,9,nqc,2,0.55,0.26911626105175784,0.00768755727208107,0.17611683848797252,0.010598840128977079,97,True
tct,9,bertQPP,2,0.55,0.3455293463451762,0.0005275515044256542,0.186426116838488,0.006825229731210832,97,False
tct,9,bertQPP,2,0.55,0.38628869398192933,9.305924900683501e-05,0.26116838487972516,0.00015073942387955493,97,True
tct,9,bertQPP(QV),2,0.55,0.30090164454778023,0.0027457772846978404,0.16151202749140894,0.01909240321886764,97,False
tct,9,bertQPP(QV),2,0.55,0.35383822132932996,0.00037729693551814234,0.2203608247422681,0.0013853583021557498,97,True
tct,9,spatial,2,0.6,0.22386945209085352,0.02750089364529285,0.1585051546391753,0.021443192891173694,97,False
tct,9,spatial,2,0.6,0.2986604624223844,0.0029638237742758114,0.2298109965635739,0.0008535554716530555,97,True
tct,9,a_ratio,2,0.6,0.3194656248043887,0.0014246881953896041,0.21434707903780073,0.0018682268943729797,97,False
tct,9,a_ratio,2,0.6,0.3659443787647594,0.0002276896730060868,0.2628865979381444,0.00013630357600274067,97,True
tct,9,nqc,2,0.6,0.1843217831623306,0.07070856944249844,0.09965635738831616,0.14814179266855426,97,False
tct,9,nqc,2,0.6,0.2751295203092473,0.006382940913093175,0.17697594501718217,0.010225152665271457,97,True
